"ID","consumer","stage","trait_name","Th","lnA0","Ea","Eh","r2_befdeact","r2_deact"
217,"Potamogeton pectinatus","shoots","respiration rate",293.113144,-1.63991872558331,0.330217495315028,0.445899266906975,0.9121,0.908
218,"Egeria densa","shoots","net photosynthesis rate",297.25252,-0.760788063378164,0.412077603353791,1.13259354664835,0.8576,0.9154
219,"Hydrilla verticillata","shoots","net photosynthesis rate",297.256993,-2.30758460408587,1.26377552449549,0.569211269237389,0.7821,0.9556
220,"Egeria densa","shoots","respiration rate",297.15,-0.72933653518655,0.815085111768456,0.335445773631035,0.9879,0.9685
221,"Hydrilla verticillata","shoots","respiration rate",305.091456,-0.142476613435532,0.187088752705633,0.748355010822531,0.7652,NA
222,"Aloe arborescens","slices of 8 inch leaves","respiration rate",307.83914,2.2935966119477,0.50319506483963,2.01278025935852,0.9405,NA
223,"Caulerpa prolifera","thallus","respiration rate",303.163062,-2.05020268045638,0.849318841670995,0.0637282437604884,0.9253,1
224,"Caulerpa prolifera","thallus","respiration rate",308.137724,-1.26463940916239,0.61969005085375,2.478760203415,0.9261,NA
225,"Caulerpa prolifera","thallus","respiration rate",308.326,-0.783622711964504,0.258732282635992,1.03492913054397,0.8884,NA
226,"Caulerpa prolifera","thallus","respiration rate",308.140906,-1.27806734277179,0.421437962626924,1.6857518505077,0.8467,NA
228,"Caulerpa prolifera","thallus","net photosynthesis rate",303.015088,-1.33743695237449,1.51874523716242,6.0749809486497,0.6932,NA
229,"Helianthus annuus",NA,"respiration rate",309.558047,3.51795536543911,0.461223141628427,1.84489256651371,0.9519,NA
230,"Helianthus annuus",NA,"respiration rate",300.851149,3.74857962013229,0.157159028703406,0.00926953295828125,0.9148,0.0641
231,"Sorghum bicolor",NA,"respiration rate",311.138506,2.08799663162591,0.79835260558139,3.19341042232556,0.9716,NA
232,"Sorghum bicolor",NA,"respiration rate",307.345404,2.99897704470576,0.25332894797134,1.01331579188536,0.896,NA
233,"Triticum durum",NA,"respiration rate",293.523564,3.34467382953358,0.128773994967403,0.206145282268471,0.98,0.8755
234,"Cicer arietinum",NA,"respiration rate",304.241953,3.27580961389589,0.443624838443915,1.77449935377566,0.9457,NA
235,"Laminaria saccharina","blade tissue disks","respiration rate",303.171872,-0.527353169021993,0.14151651662598,0.56606606650392,0.7141,NA
236,"Laminaria saccharina","blade tissue disks","respiration rate",303.156445,-0.197319139947687,0.262237211320911,1.04894884528364,0.8697,NA
237,"Triticum aestivum",NA,"respiration rate",302.994961,0.538170727937125,0.510612651090213,0.377431819376476,0.8611,0.1623
238,"Lolium perenne",NA,"respiration rate",308.7467,0.314780285572424,0.340220424864964,1.22085194808943,0.9238,0.7386
239,"Zea mays",NA,"respiration rate",307.515482,0.148916547914966,0.7518888902064,0.739691714135956,0.9493,0.7032
240,"Hakea preissii","mature leaves","respiration rate",317.366614,0.0486044698348564,0.622669818649959,2.49067927459984,0.9961,NA
241,"Eremophila miniata","mature leaves","respiration rate",318.41899,0.613337452214658,0.502375291557531,2.00950116623012,0.9278,NA
242,"Threlkeldia diffusa","young leaves","net photosynthesis rate",304.542473,4.07765585469978,0.277449856200609,1.10979942480244,0.8727,NA
243,"Acacia tetragonophylla","mature leaves","net photosynthesis rate",312.2009,3.06880826721332,0.283605296794138,3.05130028067243,0.8765,0.7472
244,"Arthrocnemum bidens","mature cladodes","net photosynthesis rate",309.53402,4.13409539789967,0.1173527492371,0.469410996948402,0.6517,NA
245,"Arthrocnemum bidens","mature cladodes","net photosynthesis rate",307.19381,4.0320339058556,0.242184067237811,1.04282130922845,0.9179,0.9061
246,"Kochia planifolia","mature leaves","net photosynthesis rate",303.101057,3.65137356315773,0.29908111457928,1.19632445831712,0.8656,NA
247,"Kochia planifolia","mature leaves","net photosynthesis rate",318.54024,4.30375990851948,0.0195963687375134,2.56679193602097,0.9834,0.6363
248,"Arthrocnemum bidens","mature cladodes","respiration rate",316.680403,1.78104703335861,0.247921972915926,0.991687891663705,0.993,NA
249,"Acacia craspedocarpa","mature phyllodes","net photosynthesis rate",310.71133,1.91265179537041,0.344418544538741,2.39627465429949,0.9965,0.6085
250,"Pinus sylvestris","one year old shoot","respiration rate",305.35,-0.708991743429165,0.336738167073247,1.34695266829299,0.9995,NA
251,"Pinus sylvestris","one year old shoot","respiration rate",305.35,-0.567505194037314,0.322410561310416,1.28964224524166,0.9986,NA
252,"Pinus sylvestris","one year old shoot","respiration rate",305.35,-0.827998130917685,0.434164911087549,1.73665964435019,0.9999,NA
253,"Pinus sylvestris","one year old shoot","respiration rate",305.35,-0.642627059300273,0.346206467971208,1.38482587188483,0.9972,NA
254,"Pinus radiata","8 years old shoots","respiration rate",277.15,-1.44843226357389,-0.2037901490982,0.224075794491844,0.2104,0.599
255,"Populus deltoides","20 years old shoots","respiration rate",281.133333,-0.454090569474394,0.139476844620266,0.18873791187948,1,0.7708
256,"Eucheuma isiforme","frond section","net photosynthesis rate",294.131674,-2.03014158882309,1.54674557211744,1.70929918562556,0.9041,0.9656
257,"Eucheuma isiforme","frond section","net photosynthesis rate",294.217144,-0.248186620247047,0.352266810695101,0.558425515671573,0.9345,0.8719
258,"Eucheuma nudum","frond section","net photosynthesis rate",294.209864,-1.36079367585415,1.85238428851087,3.02519915221714,0.9381,0.8758
259,"Eucheuma acanthocladum","frond section","net photosynthesis rate",294.207571,-1.62572282362425,1.8072299310554,1.67261486427283,0.9004,0.9025
260,"Eucheuma gelidium","frond section","net photosynthesis rate",297.234414,-0.305491700699254,0.765910111429797,1.55710882065044,0.9325,0.7906
261,"Eucheuma isiforme","frond section","respiration rate",303.129961,-3.90680863005626,1.71448939777785,1.30359272140495,0.8819,1
262,"Eucheuma isiforme","frond section","respiration rate",300.143076,-2.35519401797054,0.77252770920463,0.250669608905459,0.8126,0.9614
263,"Eucheuma nudum","frond section","respiration rate",303.127608,-2.45944096895414,1.7082013267116,0.0656363612858174,0.8158,1
264,"Eucheuma acanthocladum","frond section","respiration rate",302.286196,-0.879343236436947,0.638808545810217,1.26684678409812,0.9342,1
265,"Eucheuma gelidium","frond section","respiration rate",303.188645,-2.92407640635271,1.27318192103113,0.929403581801831,0.8818,1
266,"Spinacia oleracea","leaves, 4-6 week old plants","net photosynthesis rate",311.16935,4.12603476613558,0.110624349264727,11.735487044645,1,0.6959
267,"Spinacia oleracea","leaves, 4-6 week old plants","respiration rate",311.168475,3.05965716325887,0.0905462987805873,0.918954315960099,1,0.9876
268,"Spinacia oleracea","leaves, 4-6 week old plants","respiration rate",314.167372,2.87020036634477,0.0506179620361737,0.846090785066213,0.8732,1
269,"Spinacia oleracea","leaf protoplasts, 4-6 week old plants","net photosynthesis rate",313.17623,4.23394292127303,0.00163119003241639,3.7252794472118,0.033,0.7501
270,"Spinacia oleracea","leaf protoplasts, 4-6 week old plants","respiration rate",293.15,2.46809953147162,0.5,0.0766189185805813,NA,0.2899
271,"Valerianella locusta","leaf protoplasts","net photosynthesis rate",312.54414,4.54309740288394,0.0248004147614181,21.4555342771142,1,0.2642
272,"Valerianella locusta","leaf protoplasts","respiration rate",293.15,2.07944154167984,0.5,0.0673034949382077,NA,0.3596
273,"Valerianella locusta","leaf protoplasts","respiration rate",293.15,2.89037175789616,0.5,0.240087351133136,NA,0.5157
274,"Synechocystis sp. PCC 6803","cyanobacterium","net photosynthesis rate",306.046908,4.17090826422947,0.6170359138837,2.4681436555348,0.9484,NA
275,"Synechocystis sp. PCC 6803","cyanobacterium","net photosynthesis rate",306.046908,4.11222232599298,0.614325589801709,2.45730235920684,0.9677,NA
276,"Synechocystis sp. PCC 6803","cyanobacterium","respiration rate",308.033904,2.57893547592307,0.662358190220919,2.64943276088367,0.9806,NA
277,"Synechocystis sp. PCC 6803","cyanobacterium","respiration rate",308.03928,2.24837252231051,0.748471136870808,2.99388454748323,0.9675,NA
278,"Rosa hybrida","20 day year old leaf","net photosynthesis rate",305.929934,-1.09315642559005,0.367601510596512,0.930162066279813,0.6514,0.7018
279,"Zostera marina",NA,"net photosynthesis rate",292.178605,-0.994168819827428,0.213180306063768,0.168528851188062,0.9346,0.9727
280,"Ruppia maritima",NA,"net photosynthesis rate",296.142441,-0.876096500196071,0.25323169156681,0.220501856190163,0.8905,0.9656
281,"Asterionella formosa",NA,"net photosynthesis rate",289.196267,2.00481948689156,0.707962702364474,0.0502676816648638,0.8145,0.0017
282,"Thalassiosira pseudonana",NA,"net photosynthesis rate",297.244196,-0.528967603110731,1.49361475241363,7.13154498036076,0.5996,0.5868
283,"Skeletonema marinoi",NA,"net photosynthesis rate",291.919863,0.876265687954427,0.457314166580794,3.85768534179023,0.7898,0.5083
284,"Pseudo-nitzschia fraudulenta",NA,"net photosynthesis rate",290.018317,-0.911957175168835,2.59544721919104,2.73578691206603,0.8947,0.5666
285,"Emiliana huxleyi",NA,"net photosynthesis rate",295.034245,-2.03606424199452,2.454519671768,2.09239739836557,0.8324,0.9152
286,"Isochrysis galbana",NA,"net photosynthesis rate",289.017403,0.933619014094293,0.474654074930053,0.831232750359571,0.8974,0.5494
287,"Isochrysis aff. Galbana",NA,"net photosynthesis rate",295.279528,-0.68864486030266,1.52242894363897,2.33175544300612,0.738,0.4869
288,"Pavlova lutheri",NA,"net photosynthesis rate",297.287691,-0.405091795330477,0.859622379827876,7.09200652712119,0.7502,0.754
289,"Lepidodinium chlorophorum",NA,"net photosynthesis rate",299.40216,-1.91878689941418,1.89364765668731,3.27601879815291,0.6543,0.4052
290,"Elodea canadensis",NA,"net photosynthesis rate",303.077492,2.61067028018522,0.425050251835957,0.451197456670525,0.8466,1
291,"Cladophora glomerata",NA,"net photosynthesis rate",293.120615,2.17315424812399,0.80751719466225,0.339733932331176,0.9845,0.9824
292,"Spirogyra sp",NA,"net photosynthesis rate",293.057946,2.90070966421595,0.847502567496914,0.338517357591178,0.9815,0.9984
293,"Elodea canadensis",NA,"respiration rate",298.104195,0.371480484647758,0.703996011559604,0.130935231320171,0.958,0.9108
294,"Cladophora glomerata",NA,"respiration rate",298.151263,0.539307130038529,0.445042520630148,0.328970045928076,0.9726,1
295,"Spirogyra sp",NA,"respiration rate",298.105435,0.535853335370133,0.637349830394032,1.1516880094219,0.9913,1
296,"Chlorella vulgaris",NA,"net photosynthesis rate",292.356758,3.97773183706638,0.372632756531054,1.40600549884855,0.8393,0.9363
297,"Chlorella vulgaris",NA,"net photosynthesis rate",278.175357,0.50582102160942,0.5,0.157731106690178,NA,0.357
298,"Isochrysis galbana",NA,"net photosynthesis rate",287.96069,1.86948587554014,1.09728385843983,0.786738449354765,0.9945,0.6992
299,"Isochrysis galbana",NA,"net photosynthesis rate",278.4693884,-1.28879240319885,0.5,0.0139017197401843,NA,0.0019
300,"Synechococcus sp.",NA,"net photosynthesis rate",297.645283,2.2519133456126,0.84725981019665,1.56865841837717,0.8812,0.9365
301,"Synechococcus sp.",NA,"net photosynthesis rate",298.108527,0.729471994476722,0.292408694283396,0.840131313946696,0.5832,0.5854
302,"Aldrovanda vesiculosa","apical shoot segments","net photosynthesis rate",307.08598,3.41223919991013,0.301947186190241,298.582582382998,0.5954,0.9999
303,"Aldrovanda vesiculosa","apical shoot segments","respiration rate",307.13018,1.67437534920778,0.357721283528464,426.575235881502,0.7847,0.9999
304,"Cymodocea nodosa","leaf section","gross photosynthesis rate",304.145758,1.9138182602348,0.345810832285493,1.38324332914197,0.9823,NA
305,"Posidonia oceanica","leaf section","gross photosynthesis rate",308.913695,1.66197794741445,0.539573678049192,2.15829471219677,0.962,NA
306,"Cymodocea nodosa","leaf section","respiration rate",304.221798,-0.104796478100461,0.334739201813799,0.360077881596957,0.2782,1
307,"Posidonia oceanica","leaf section","respiration rate",309.042708,-0.820037929340663,0.380688805097703,1.52275522039081,0.7139,NA
308,"Ipomoea batatas","most recent fully expanded leaf","respiration rate",310.758967,-0.481585550895106,0.261178626731451,0.913993573008708,0.3164,1
309,"Ipomoea batatas","most recent fully expanded leaf","net photosynthesis rate",298.14843,1.37366345732042,0.422254152328297,0.461185471126385,0.8376,0.8625
310,"Ipomoea batatas","most recent fully expanded leaf","net photosynthesis rate",303.187676,1.75092868584939,0.448174882102782,0.249229871610856,0.7952,0.748
311,"Ipomoea batatas","most recent fully expanded leaf","net photosynthesis rate",307.190817,1.82252911264749,0.546407432479836,0.375107249260924,0.8079,0.8718
312,"Triticum durum",NA,"net photosynthesis rate",271.2250715,1.49103244076068,0.247135965549611,3.73385516785742,0.0194,0.2858
313,"Triticum durum",NA,"net photosynthesis rate",270.8632986,2.61157742255654,0.924893164425542,4.50169902517543,0.1897,0.3739
314,"Zea mays","fully expanded young leaves (leaf 5-14)","net photosynthesis rate",308.749113,3.19896409496566,0.166236976604395,0.459610213239295,0.9077,1
315,"Zea mays","fully expanded young leaves (leaf 5-14)","net photosynthesis rate",305.788325,3.18841586398361,0.172395874455398,0.219192448607664,0.9876,0.7837
316,"Zea mays","fully expanded young leaves (leaf 5-14)","respiration rate",308.736,-0.160082558269249,0.534479087248876,0.126417404189197,0.9972,1
317,"Zea mays","fully expanded young leaves (leaf 5-14)","respiration rate",308.309817,-0.215069282005037,0.563435496268267,0.265825772318476,0.9991,1
318,"Quercus ilex","1 year old leaves","net photosynthesis rate",293.397082,1.65078395117986,0.419518361803513,0.319731412057625,0.6891,0.4379
319,"Dactylis glomerata","fully expanded leaves of seedlings","net photosynthesis rate",295.67628,4.74442310347657,0.456295088941371,0.380805806347867,0.9811,0.9999
320,"Quercus myrsinaefolia","leaf","respiration rate",301.140719,-1.2245367089184,0.69573429370234,2.78293717480936,0.959,NA
321,"Quercus myrsinaefolia","leaf","respiration rate",304.288931,-1.34068415865519,0.518619280226893,0.402335875787767,0.9509,1
322,"Quercus myrsinaefolia","leaf","gross photosynthesis rate",296.368391,1.63205335670845,0.0824228853890257,0.616677934083484,0.0729,0.5885
323,"Quercus myrsinaefolia","leaf","gross photosynthesis rate",303.226628,1.09649344022512,0.292070009725465,0.247741701817113,0.2868,0.0395
324,"Tidestromia oblongifolia",NA,"net photosynthesis rate",319.229666,-0.526059419031353,0.433818296964912,0.277250027512888,0.9459,0.8468
325,"Atriplex glabriuscula",NA,"net photosynthesis rate",299.337878,0.479024695222679,0.0955365707492841,0.565379682261396,0.9215,0.6584
326,"Phaseolus vulgaris",NA,"net photosynthesis rate",296.128113,2.65355287153081,0.35155994644853,0.148677292630538,0.9651,0.9714
327,"Phaseolus vulgaris",NA,"net photosynthesis rate",293.355984,2.54028799653262,0.272642407930576,0.132343509091226,0.9207,0.8351
328,"Capalcum annuum",NA,"net photosynthesis rate",308.808916,2.66528294183601,0.407526752926704,1.63010701170682,0.8917,NA
329,"Capalcum annuum",NA,"net photosynthesis rate",308.808916,2.62324510268868,0.265630350177415,1.06252140070966,0.8856,NA
330,"Lycopersicon esculentum",NA,"net photosynthesis rate",304.60557,2.88740539313786,0.471558688339136,1.88623475335654,0.9461,NA
331,"Lycopersicon esculentum",NA,"net photosynthesis rate",300.773526,2.9893633487607,0.342067390314776,0.0449397009459859,0.8633,1
332,"Scrophularia desertorum",NA,"net photosynthesis rate",296.893332,3.1458823644688,0.44555382031526,0.0626199834695668,0.933,0.8369
333,"Scrophularia desertorum",NA,"net photosynthesis rate",292.81794,3.04866881817273,0.336204225637382,0.131233723486209,0.9674,0.8035
334,"Cardaria draba",NA,"net photosynthesis rate",297.181008,3.35747863699219,0.428542406544204,0.0717111581686832,0.9312,0.7104
335,"Cardaria draba",NA,"net photosynthesis rate",292.839922,3.25530446724336,0.324470639683944,0.0977714678448153,0.98,0.9906
336,"Populus Fremontii",NA,"net photosynthesis rate",303.509198,3.14080089288484,0.425256120692013,1.70102448276805,0.9653,NA
337,"Populus Fremontii",NA,"net photosynthesis rate",300.064745,3.13457614626419,0.319187641963729,0.0302231297609806,0.9503,0.995
338,"Lemna minor","fronds","net photosynthesis rate",303.078253,-0.531274474342521,1.06784984940646,2.36362940099927,0.7145,0.8664
339,"Spirodela punctata","fronds","net photosynthesis rate",303.085268,-0.906380540411262,1.23652406220858,2.35183380770809,0.8225,0.8815
340,"Myriophyllum spicatum","tips","net photosynthesis rate",303.399855,-1.39143473187528,0.540564021838439,0.266892038968076,0.9394,0.9149
341,"Vallisneria americana","shoots","net photosynthesis rate",303.263108,-1.87068104505957,0.682269889555227,0.377920145459006,0.8735,0.8007
342,"Myriophyllum salsugineum","shoots","net photosynthesis rate",303.15,3.79362139338511,0.384361804164966,-0.0362785189865376,0.9437,0.05
343,"Myriophyllum salsugineum","shoots","respiration rate",308.15,2.99114063051212,0.492960750063365,1.97184300025346,0.9705,NA
344,"Myriophyllum salsugineum","shoots","gross photosynthesis rate",303.15,4.37116744829059,0.205369341420446,-0.208935707577347,0.4407,0.1299
345,"Zostera muelleri","5 to 10  leaf blades","net photosynthesis rate",303.128977,2.17716863498656,0.732799979544825,2.9311999181793,0.8602,NA
346,"Zostera muelleri","5 to 10  leaf blades","respiration rate",315.15,1.99984077478943,0.52014027684697,2.08056110738788,0.9589,NA
347,"Chromatium sp",NA,"net photosynthesis rate",297.876946,3.75667923290807,0.529873940234038,1.15540516858914,0.8396,0.9492
348,"Chromatium sp",NA,"net photosynthesis rate",307.929987,3.12810160231241,0.513869213581866,2.70350666296155,0.9226,0.926
349,"Chlorobium sp.",NA,"net photosynthesis rate",307.84658,2.94881930895468,0.55542225628596,2.76177103424051,0.9457,0.9299
350,"Chromatium sp",NA,"net photosynthesis rate",312.93014,1.83612201016933,0.767280948802441,3.06912379520976,0.9086,NA
351,"Artemisia tridentata","shoots","net photosynthesis rate",298.15,1.20426481013157,0.424862442567454,0.104296504830027,0.969,1
352,"Artemisia tridentata","shoots","net photosynthesis rate",293.15,1.61717379012396,0.259658930769129,0.115894666544741,0.9119,0.7772
353,"Artemisia tridentata","shoots","net photosynthesis rate",293.15,1.53836979638932,0.229747099503635,0.22883411647689,0.939,0.997
354,"Chamaebatiaria millefolium","shoots","net photosynthesis rate",298.15,1.78741282931416,0.242509555624147,0.0573392311390468,0.9376,1
355,"Chamaebatiaria millefolium","shoots","net photosynthesis rate",293.15,1.07175551932727,0.195903856168257,0.310715745706128,0.9821,0.9692
356,"Haplopappus apargioides","shoots","net photosynthesis rate",293.15,0.802749937807536,0.38566063480212,0.171685441619292,0.8989,0.9957
357,"Haplopappus apargioides","shoots","net photosynthesis rate",293.15,0.929028145224369,0.256941931649128,0.244744219331857,0.9846,1
358,"Haplopappus apargioides","shoots","net photosynthesis rate",293.15,1.00601409541392,0.132788745505448,0.307949636111497,0.7837,0.999
359,"Artemisia arbuscula","shoots","net photosynthesis rate",293.15,1.49272423376715,0.1995901588115,0.0938630245013769,0.9993,0.8748
360,"Artemisia arbuscula","shoots","net photosynthesis rate",293.15,1.08013088031808,0.175805896017879,0.303552070692426,0.9714,0.9666
361,"Encelia virginensis","shoots","net photosynthesis rate",298.15,2.32111962103467,0.389904254582522,0.176765998602311,0.961,1
362,"Encelia virginensis","shoots","net photosynthesis rate",298.15,1.7148925353256,0.178664251193287,0.306772702430006,0.9528,1
363,"Cylindrotheca closterium",NA,"net photosynthesis rate",293.028897,5.28308483885357,1.14583396050932,1.78517887034489,0.9288,0.5284
364,"Cylindrotheca closterium",NA,"net photosynthesis rate",303.027651,5.72762974883293,0.438632151618492,4.04829421879662,0.9571,0.893
365,"Zostera noltii","large leafed","net photosynthesis rate",293.15,-1.24508348156378,0.476601412783013,0.668594251190555,1,0.9252
366,"Zostera noltii","narrow leafed","net photosynthesis rate",298.15,-0.672821181480085,0.0671921206333792,0.655418094610737,0.3179,0.8633
367,"Mastocarpus papillatus","thallus","net photosynthesis rate",303.096997,-1.60795697936996,0.559248275047344,1.06560927596565,0.8585,1
368,"Mastocarpus papillatus","thallus","net photosynthesis rate",303.096997,-1.08417630406428,0.19700650249246,0.198897713748123,0.5857,0.4361
369,"Mastocarpus papillatus","thallus","net photosynthesis rate",298.114664,-1.90052172588462,0.151873748070099,0.289481364829294,0.6919,0.9969
370,"Mastocarpus papillatus","thallus","respiration rate",303.096997,-3.43612825390382,0.860500953769723,0.0195675150245024,0.8255,1
371,"Mastocarpus papillatus","thallus","respiration rate",303.096997,-3.42131849772978,0.920382922189676,0.062147550067557,0.9432,1
372,"Mastocarpus papillatus","thallus","respiration rate",308.114664,-3.56471028587864,0.697227246598647,2.78890898639459,0.9319,NA
373,"Cyanidium caldarium",NA,"net photosynthesis rate",322.110735,0.239164304942761,0.504210217128963,2.32746740481464,0.9844,0.7931
374,"Cyanidium caldarium",NA,"net photosynthesis rate",323.506335,2.14467492682024,0.279439182941922,0.865530235801813,0.8332,0.7497
375,"Cyanidium caldarium",NA,"net photosynthesis rate",321.25994,0.467775292216269,0.583761175075221,1.27897377847597,0.9164,0.9785
376,"Cyanidium caldarium",NA,"net photosynthesis rate",318.881613,1.54955054566221,0.550431698100409,1.75298321071026,0.8276,0.7545
377,"Desmarestia anceps","discs","net photosynthesis rate",289.094232,2.36729813058411,0.483443901247511,0.646674074077484,0.9323,0.9396
378,"Desmarestia anceps","discs","respiration rate",302.520443,0.779478101366455,0.574126645205812,2.29650658082325,0.9533,NA
379,"Leptosarca simplex","discs","net photosynthesis rate",289.02242,2.75977118182756,0.660268125372978,0.938033372442305,1,1
380,"Leptosarca simplex","discs","respiration rate",298.507096,-0.011119450350685,0.884803093563127,0.244611004601963,0.942,1
381,"Phyllogigas grandifolius","discs","net photosynthesis rate",287.97968,2.11640179890282,0.582064151070241,0.708543340222228,0.9861,0.7619
382,"Phyllogigas grandifolius","discs","respiration rate",302.718277,0.728282552188462,0.64642634319865,2.5857053727946,0.9261,NA
384,"Ascoseira mirabilis","discs","respiration rate",302.589253,2.06531477038399,0.444428703127666,1.77771481251066,0.9649,NA
385,"Potamogeton pectinatus",NA,"gross photosynthesis rate",305.92087,4.12370143401049,0.228343543551731,0.149387532707482,0.9283,1
386,"Potamogeton pectinatus",NA,"net photosynthesis rate",299.260125,3.81448081665601,0.0386865522841708,0.386469664772149,0.8151,0.8926
387,"Potamogeton pectinatus",NA,"respiration rate",312.848048,2.45554682808743,0.592466285596559,2.36986514238623,0.7459,NA
388,"Potamogeton pectinatus",NA,"gross photosynthesis rate",306.234045,3.78404895940629,0.154182167497892,0.24454604085147,0.9773,1
389,"Potamogeton pectinatus",NA,"net photosynthesis rate",285.16344,3.58261539992583,0.0591801776457617,0.314499635863756,1,0.5955
390,"Potamogeton pectinatus",NA,"respiration rate",313.297964,1.96474944222982,0.559387729738582,2.23755091895433,0.8894,NA
391,"Potamogeton pectinatus",NA,"gross photosynthesis rate",305.876147,3.66077845160692,0.223407466485611,0.274860927549218,0.9903,1
392,"Potamogeton pectinatus",NA,"net photosynthesis rate",305.90034,3.37849412403829,0.0728937321648521,1.05026279597362,0.9619,1
393,"Potamogeton pectinatus",NA,"respiration rate",312.786562,2.13216301012134,0.486197022454656,1.94478808981862,0.9159,NA
394,"Potamogeton pectinatus",NA,"gross photosynthesis rate",306.072504,3.3954236005363,0.20016410943777,0.175153172465286,0.944,1
395,"Potamogeton pectinatus",NA,"net photosynthesis rate",299.319691,3.16858576894419,0.0655703353256762,0.529983259685019,0.9585,0.8464
396,"Potamogeton pectinatus",NA,"respiration rate",313.063925,1.22749349844369,0.685369867237689,2.74147946895076,0.7843,NA
397,"Potamogeton perfoliatus",NA,"gross photosynthesis rate",312.954966,3.94225427378219,0.183339735096515,3.81988909517799,0.9338,1
398,"Potamogeton perfoliatus",NA,"net photosynthesis rate",279.267021,3.55966774677186,0.5,0.136009139341348,NA,0.6825
399,"Potamogeton perfoliatus",NA,"respiration rate",315.17128,2.7102327446786,0.468740227898417,1.87496091159367,0.9221,NA
400,"Potamogeton perfoliatus",NA,"gross photosynthesis rate",306.201815,4.01444509043785,0.207101241980723,0.792223865947021,0.9342,0.5379
401,"Potamogeton perfoliatus",NA,"net photosynthesis rate",285.031778,3.83229477362864,0.0416919812351217,0.314087593970495,1,0.6406
402,"Potamogeton perfoliatus",NA,"respiration rate",315.387648,2.85575784549034,0.406581428680934,1.62632571472374,0.9801,NA
403,"Potamogeton perfoliatus",NA,"gross photosynthesis rate",305.835513,3.75578805596973,0.228762331824191,0.540669225051766,0.9356,0.5321
404,"Potamogeton perfoliatus",NA,"net photosynthesis rate",292.231272,3.33332218737816,0.0828811830836314,0.274254413883865,1,0.6529
405,"Potamogeton perfoliatus",NA,"respiration rate",315.038817,2.58342966457418,0.431444886351677,1.72577954540671,0.9209,NA
406,"Potamogeton perfoliatus",NA,"gross photosynthesis rate",306.131052,3.66984785473467,0.271136130001988,0.70737564905429,0.8722,0.7515
407,"Potamogeton perfoliatus",NA,"net photosynthesis rate",306.11617,3.33214937987628,0.162084069114548,1.09947414691122,0.7315,1
408,"Potamogeton perfoliatus",NA,"respiration rate",315.102065,2.29787707898029,0.41491110706855,1.6596444282742,0.8645,NA
409,"Callitriche obtusangula","Apical shoots","gross photosynthesis rate",306.226195,5.32590786812163,0.108812669238737,2.61031574706692,0.9902,0.8692
410,"Callitriche obtusangula","Apical shoots","net photosynthesis rate",306.29631,5.09089163629466,0.0375081652225462,1.70835962233392,0.6621,1
411,"Callitriche obtusangula","Apical shoots","respiration rate",311.816435,3.60785342936652,0.324794951984135,0.445371019563088,0.7985,1
412,"Callitriche obtusangula","Apical shoots","gross photosynthesis rate",305.946284,4.52606005685477,0.147806662427163,1.29081429566088,0.9742,1
413,"Callitriche obtusangula","Apical shoots","net photosynthesis rate",299.220883,4.27629895634574,0.0257440390878055,0.00956805315984237,0.9265,1
414,"Callitriche obtusangula","Apical shoots","respiration rate",305.93639,2.77128391992948,0.503716672955059,0.324521290635759,0.8742,1
415,"Callitriche obtusangula","Apical shoots","gross photosynthesis rate",306.075407,4.06505652129672,0.215079560772996,0.641952668407261,0.9548,1
416,"Callitriche obtusangula","Apical shoots","net photosynthesis rate",306.017134,3.71852877746878,0.0609202976040424,1.58614548035662,0.4768,1
417,"Callitriche obtusangula","Apical shoots","respiration rate",306.133685,2.51250252105385,0.568872532425254,0.17111381715156,0.8739,1
418,"Callitriche obtusangula","Apical shoots","gross photosynthesis rate",306.232695,4.14694527061749,0.196955509774359,0.509036032992443,0.8988,1
419,"Callitriche obtusangula","Apical shoots","net photosynthesis rate",306.226443,3.85059185163438,0.0699835082282567,0.974306761137208,0.8929,1
420,"Callitriche obtusangula","Apical shoots","respiration rate",306.166865,2.06045209986303,0.744105109904883,0.128278909104942,0.7187,1
421,"Callitriche obtusangula","Apical shoots","gross photosynthesis rate",305.667483,4.57034097002748,0.139013616242306,0.373372462913615,0.9092,1
422,"Callitriche obtusangula","Apical shoots","net photosynthesis rate",305.550932,4.32392159900906,0.0228776486502229,1.26593651580637,0.2198,1
423,"Callitriche obtusangula","Apical shoots","respiration rate",312.951865,2.81809038450958,0.447544732598002,1.79017893039201,0.8116,NA
424,"Enteromorpha intertinalis",NA,"respiration rate",307.395014,0.0795916134589777,0.164473832146665,0.169044655108376,0.7444,0.9587
425,"Fucus ceranoides",NA,"respiration rate",310.604792,-0.144579813737053,0.119025197962688,3.11101511956403,0.3954,1
426,"Ulva lactuca",NA,"respiration rate",305.564364,-0.989063369996981,0.379007039493119,0.760975640619136,0.8742,0.9043
427,"Chondrus crispus",NA,"respiration rate",308.299513,-0.663091016460289,0.196593900803078,1.41758254358664,0.6788,0.965
428,"Griffithsia flosculosa",NA,"respiration rate",308.17384,-0.776605753465445,0.229710607780057,0.626628383043458,0.7207,0.3054
429,"Porphyra umbilicalis",NA,"respiration rate",300.904307,-0.118292953005625,0.26844652064222,0.567274750962022,0.6842,0.922
430,"Enteromorpha intertinalis",NA,"respiration rate",308.1211,-0.0750359255645159,0.302050694332931,0.301137397413764,0.9541,0.9387
