"ID","consumer","trait_name","r2","intercept","AIC","AICc","BIC","habitat","location","stage"
175,"Acer saccharum","net photosynthesis rate",0.994333322481466,8.9114474,5.06382524489804,NA,4.7933759901746,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
176,"Acer saccharum","net photosynthesis rate",0.970946305448928,4.9710111,9.95479043203431,NA,9.68434117731087,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
177,"Acer saccharum","net photosynthesis rate",0.962518414074536,8.04532492857143,17.4271665612619,NA,17.1567173065385,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
178,"Acer saccharum","net photosynthesis rate",0.997089948300295,8.60429934285714,-0.456274375429585,-230.617896094101,-0.726723630153019,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
179,"Acer saccharum","net photosynthesis rate",0.96956446170083,11.4921475,19.8508194789739,-225.765865830181,19.5803702242504,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
180,"Acer saccharum","net photosynthesis rate",0.974032647117411,7.6420651,13.5321949013389,NA,13.2617456466155,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
181,"Acer saccharum","net photosynthesis rate",0.969892103466257,7.27726385714286,13.4997258308245,NA,13.2292765761011,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
182,"Acer saccharum","net photosynthesis rate",0.968735337209045,9.01567361428571,22.2012412852826,NA,21.9307920305591,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
183,"Acer saccharum","net photosynthesis rate",0.972484601075031,6.9318032,12.6531260531855,-233.907921498821,12.3826767984621,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
184,"Acer saccharum","respiration rate",0.989442653957117,1.84688171571429,2.65808369422832,NA,2.38763443950488,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
185,"Acer saccharum","respiration rate",0.994541070652871,1.15719849,-9.41249736441506,NA,-9.68294661913849,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
186,"Acer saccharum","respiration rate",0.998650406303084,1.11922528428571,-18.931901624917,NA,-19.2023508796404,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
187,"Acer saccharum","respiration rate",0.996699857550111,1.10800214428571,-14.6874020314558,-Inf,-14.9578512861792,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
188,"Acer saccharum","respiration rate",0.999087975572761,1.34106561142857,-19.9070854448317,-233.907921498821,-20.1775346995552,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
189,"Acer saccharum","respiration rate",0.99951664895995,2.03960168,-19.0666267177212,-236.404646106392,-19.3370759724447,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
190,"Acer saccharum","respiration rate",0.996871049661754,1.41910623,-9.24101904628607,-231.552615842472,-9.5114683010095,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
191,"Acer saccharum","respiration rate",0.997392442305063,1.30896600428571,-12.9838575302328,NA,-13.2543067849562,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
192,"Acer saccharum","respiration rate",0.999511344816412,1.56540181,-21.7245753612357,-252.039791656942,-21.9950246159591,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
193,"Acer saccharum","respiration rate",0.998571977004768,1.23239418,-17.4957782011348,-250.026017149779,-17.7662274558582,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
194,"Eucalyptus pauciflora","respiration rate",0.998342563937209,1.20753481,-14.1923510754926,-184.938513251773,-15.2335537293523,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
195,"Eucalyptus pauciflora","respiration rate",0.998685326424719,0.786064982,-13.2888198211198,NA,-15.2416302589493,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
196,"Eucalyptus pauciflora","respiration rate",0.971897432865786,0.3847526105,-9.47161157699698,NA,-10.5128142308567,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
197,"Eucalyptus pauciflora","respiration rate",0.988735144497075,0.357287453333333,-20.9826851724685,NA,-22.0238878263283,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
198,"Eucalyptus pauciflora","respiration rate",0.899051994721815,0.390688266666667,-12.6196474097754,-180.779630168414,-13.6608500636351,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
199,"Eucalyptus pauciflora","respiration rate",0.867867371812537,0.440283405,-10.000599814304,NA,-11.0418024681638,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
200,"Eucalyptus pauciflora","respiration rate",0.995062608058086,0.580971678333334,-22.6476416278178,-189.097396335133,-23.6888442816776,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
201,"Larrea divaricata","net photosynthesis rate",0.999790472216547,2.35297202,-31.3717283785715,Inf,-33.324538816401,"terrestrial","death valley, california","1-2 years old"
202,"Larrea divaricata","net photosynthesis rate",0.998995649194287,2.46077938333333,-31.111135839315,-189.097396335133,-32.1523384931747,"terrestrial","death valley, california","1-2 years old"
203,"Larrea divaricata","net photosynthesis rate",0.997543476188822,2.1671352,-22.2234402972219,NA,-24.1762507350514,"terrestrial","death valley, california","1-2 years old"
204,"Larrea divaricata","net photosynthesis rate",0.993685767952514,1.74589916125,-12.944837142948,-284.889148393652,-12.5476294345488,"terrestrial","death valley, california","leaf"
205,"Larrea divaricata","net photosynthesis rate",0.991964357837534,2.03000128571429,-29.150952244067,-509.664685389127,-25.9556655959907,"terrestrial","death valley, california","leaf"
206,"Larrea divaricata","net photosynthesis rate",0.941810892866187,1.751309084,-21.9818496348023,NA,-15.8874705104613,"terrestrial","death valley, california","leaf"
207,"Larrea divaricata","respiration rate",0.997952138847981,0.562112692222222,-39.8648156164438,-336.056955850633,-38.8786927297627,"terrestrial","death valley, california","leaf"
208,"Larrea divaricata","respiration rate",0.985728182661473,0.41057460625,-28.2460053382561,NA,-27.8487976298569,"terrestrial","death valley, california","leaf"
209,"Larrea divaricata","respiration rate",0.997904924401876,0.62168375,-35.1336742335747,-288.97575338378,-34.7364665251755,"terrestrial","death valley, california","leaf"
210,"Chondrus crispus","net photosynthesis rate",0.876829429388978,77.8603088333333,57.5186201506089,-143.349682418176,56.4774174967492,"marine","Jaffrey Point, New Hampshire","thallus disk"
211,"Gigartina stellata","net photosynthesis rate",0.957588912570163,32.7473016666667,36.4048850708566,-Inf,35.3636824169968,"marine","Jaffrey Point, New Hampshire","thallus disk"
212,"Chondrus crispus","respiration rate",0.997850579732826,15.04466375,17.2858348081362,NA,16.2446321542765,"marine","Jaffrey Point, New Hampshire","thallus disk"
213,"Gigartina stellata","respiration rate",0.995444816234794,7.34911536666667,11.328889443757,NA,10.2876867898973,"marine","Jaffrey Point, New Hampshire","thallus disk"
214,"Triticum aestivum","respiration rate",0.983227005308965,0.949365103769231,-21.2902990185609,NA,-18.4655522312532,"terrestrial","Department of Environmental Biology, Research School of Biological Sciences, The Australian National University, Canberra City, Australia","mature wheat leaves, 30 days old"
215,"Triticum aestivum","respiration rate",0.995179072798119,1.42649681126667,-26.5450910362408,-587.090644107545,-23.0048400307297,"terrestrial","Department of Environmental Biology, Research School of Biological Sciences, The Australian National University, Canberra City, Australia","mature wheat leaves, 30 days old"
216,"Potamogeton pectinatus","net photosynthesis rate",0.975470967233341,1.00910978,-5.72865443764753,NA,-6.76985709150726,"freshwater","Department of Botany and Institute for Environmental Studies, Birge Hall, University of Wisconsin-Madison, Madison, USA","shoots"
217,"Potamogeton pectinatus","respiration rate",0.952427086863165,0.239764242,-18.0748270777005,Inf,-20.02763751553,"freshwater","Department of Botany and Institute for Environmental Studies, Birge Hall, University of Wisconsin-Madison, Madison, USA","shoots"
218,"Egeria densa","net photosynthesis rate",0.663584932693829,0.66916032,5.3389493292234,Inf,3.3861388913939,"freshwater","florida, usa","shoots"
219,"Hydrilla verticillata","net photosynthesis rate",0.994336585556971,0.645842274,-15.302139510234,Inf,-17.2549499480635,"freshwater","florida, usa","shoots"
220,"Egeria densa","respiration rate",0.899373025929447,1.64178758,4.19770998398591,NA,2.24489954615642,"freshwater","florida, usa","shoots"
221,"Hydrilla verticillata","respiration rate",0.853610695271412,1.25658426,-2.10410375869193,Inf,-4.05691419652143,"freshwater","florida, usa","shoots"
222,"Aloe arborescens","respiration rate",0.974043689220185,30.2856577,52.9143050935371,NA,54.4272305585073,"terrestrial","Melbourne, Fla","slices of 8 inch leaves"
223,"Caulerpa prolifera","respiration rate",0.98394310509685,0.624102135,-10.0329223281146,-184.938513251773,-11.0741249819743,"marine","Encanizada de la torre, spain","thallus"
224,"Caulerpa prolifera","respiration rate",0.995719904462111,1.02521396,-10.9528680865641,-177.866583273723,-11.9940707404239,"marine","Encanizada de la torre, spain","thallus"
225,"Caulerpa prolifera","respiration rate",0.960623165544872,0.745291548333334,-9.18534663832444,-181.580818524161,-10.2265492921842,"marine","Encanizada de la torre, spain","thallus"
226,"Caulerpa prolifera","respiration rate",0.93478290649483,0.644192846666667,-3.76086712151842,-180.779630168414,-4.80206977537815,"marine","Encanizada de la torre, spain","thallus"
228,"Caulerpa prolifera","net photosynthesis rate",0.91169554384673,4.22667287,22.5517975269845,NA,20.598987089155,"marine","Encanizada de la torre, spain","thallus"
229,"Helianthus annuus","respiration rate",0.982580921358928,128.0923375,54.0199101873585,NA,54.4171178957577,"terrestrial","valenzano, southern italy",NA
230,"Helianthus annuus","respiration rate",0.99017194824704,57.88327525,19.5353643069631,-270.038764470727,19.9325720153622,"terrestrial","valenzano, southern italy",NA
231,"Sorghum bicolor","respiration rate",0.982996924836795,91.796872625,56.9198132267585,-240.527728837815,57.3170209351577,"terrestrial","valenzano, southern italy",NA
232,"Sorghum bicolor","respiration rate",0.972004580920888,35.720485875,34.1068784955766,NA,34.5040862039758,"terrestrial","valenzano, southern italy",NA
233,"Triticum durum","respiration rate",0.903258155484114,31.31533075,24.2530796365959,NA,24.6502873449951,"terrestrial","valenzano, southern italy",NA
234,"Cicer arietinum","respiration rate",0.975240084719308,64.851916,50.7951678877268,NA,51.192375596126,"terrestrial","valenzano, southern italy",NA
235,"Laminaria saccharina","respiration rate",0.999821822238788,0.696193015,-47.8151232417034,NA,-48.8563258955632,"marine","Long Cove Point, Chamberlain, Maine, USA","blade tissue disks"
236,"Laminaria saccharina","respiration rate",0.892902116188446,1.13044664333333,0.885661334269731,-167.271879376775,-0.155541319589995,"marine","Long Cove Point, Chamberlain, Maine, USA","blade tissue disks"
237,"Triticum aestivum","respiration rate",0.636355856599809,4.16135509130435,161.479861877,NA,170.623068859445,"terrestrial","Department of Theoretical Production Ecology, c/o Centre for Agrobiological Research (CABO), Wageningen, The Netherlands, ",NA
238,"Lolium perenne","respiration rate",0.811897032135337,2.713854690625,29.2110416891482,NA,33.0739853003471,"terrestrial","Department of Theoretical Production Ecology, c/o Centre for Agrobiological Research (CABO), Wageningen, The Netherlands, ",NA
239,"Zea mays","respiration rate",0.940613683119243,5.27611698628571,94.572293488205,NA,102.349033795652,"terrestrial","Department of Theoretical Production Ecology, c/o Centre for Agrobiological Research (CABO), Wageningen, The Netherlands, ",NA
240,"Hakea preissii","respiration rate",0.999634093519621,8.08396146666667,-1.73308858998804,-180.779630168414,-2.77429124384777,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
241,"Eremophila miniata","respiration rate",0.999569454476795,10.27280354,-0.300802505885489,Inf,-2.25361294371499,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
242,"Threlkeldia diffusa","net photosynthesis rate",0.999695338433366,91.4298098,16.4656787852762,Inf,14.5128683474467,"terrestrial","Old Homestead, Lakeside station, 1969","young leaves"
243,"Acacia tetragonophylla","net photosynthesis rate",0.992345913369561,30.1500665,38.3468547836816,-220.913835566261,38.0764055289582,"terrestrial","Old Homestead, Lakeside station, 1969","mature leaves"
244,"Arthrocnemum bidens","net photosynthesis rate",0.999696380948124,78.1327858333333,7.34573563518205,-168.893621355214,6.30453298132233,"terrestrial","New Woolshed, Lakeside station, 1969","mature cladodes"
245,"Arthrocnemum bidens","net photosynthesis rate",0.997635156304756,83.233358,29.7796702925956,Inf,27.8268598547661,"terrestrial","New Woolshed, Lakeside station, 1969","mature cladodes"
246,"Kochia planifolia","net photosynthesis rate",0.999992253931829,61.6569876,-7.11248260260426,NA,-9.06529304043375,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
247,"Kochia planifolia","net photosynthesis rate",0.925775218551103,66.8587854285714,56.5829815863277,-208.371519281665,56.3125323316043,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
248,"Arthrocnemum bidens","respiration rate",0.999693999998835,12.93911875,-7.45553441105437,-174.187956436405,-8.4967370649141,"terrestrial","New Woolshed, Lakeside station, 1969","mature cladodes"
249,"Acacia craspedocarpa","net photosynthesis rate",0.995505406124629,11.59220208,17.4576254099531,Inf,15.5048149721236,"terrestrial","Lakeside Station, 1969","mature phyllodes"
250,"Pinus sylvestris","respiration rate",0.999521457885723,0.832,-24.7976913388097,Inf,-26.7505017766392,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
251,"Pinus sylvestris","respiration rate",0.998649733855524,0.934,-18.8475604445832,Inf,-20.8003708824127,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
252,"Pinus sylvestris","respiration rate",0.999983485094785,0.886,-38.8222874562166,Inf,-40.7750978940461,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
253,"Pinus sylvestris","respiration rate",0.999999997694347,0.904,-85.0117363874017,NA,-86.9645468252312,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
254,"Pinus radiata","respiration rate",0.730783855701207,0.256440678333333,-54.2606454368812,NA,-51.8361121879412,"terrestrial","Lincoln, Christchurch, New Zealand","8 years old shoots"
255,"Populus deltoides","respiration rate",0.934664718328991,0.556900727142857,-37.3140855808267,-Inf,-37.5845348355501,"terrestrial","Lincoln, Christchurch, New Zealand","20 years old shoots"
256,"Eucheuma isiforme","net photosynthesis rate",0.772413680614749,0.49288109375,5.92392945641105,NA,6.32113716481022,"marine","Molasses Key, florida","frond section"
257,"Eucheuma isiforme","net photosynthesis rate",0.922691567468013,1.06671359875,-8.04831044322994,NA,-7.65110273483076,"marine","Bahia Honda, florida","frond section"
258,"Eucheuma nudum","net photosynthesis rate",0.870828508023188,1.44826560625,18.7795008258423,NA,19.1767085342415,"marine","Anclote Key","frond section"
259,"Eucheuma acanthocladum","net photosynthesis rate",0.811449680140336,1.24050633625,17.6495892872375,NA,18.0467969956366,"marine","Anclote Key","frond section"
260,"Eucheuma gelidium","net photosynthesis rate",0.436737802092092,1.4033312825,29.2469383588747,NA,29.6441460672739,"marine","Molasses Key, florida","frond section"
261,"Eucheuma isiforme","respiration rate",0.865011054817776,0.667816543375,10.5413965470004,NA,10.9386042553996,"marine","Molasses Key, florida","frond section"
262,"Eucheuma isiforme","respiration rate",0.920678078455512,0.41324455125,-9.31703090984383,-276.652193056203,-8.91982320144465,"marine","Bahia Honda, florida","frond section"
263,"Eucheuma nudum","respiration rate",0.984810438659469,2.9967542125,13.3162784961216,-267.863294746858,13.7134862045208,"marine","Anclote Key","frond section"
264,"Eucheuma acanthocladum","respiration rate",0.997929782172145,1.11427876285714,-20.5998568509176,-238.75995176274,-20.870306105641,"marine","Anclote Key","frond section"
265,"Eucheuma gelidium","respiration rate",0.843442750320283,0.67293093875,9.29112296797625,-270.038764470727,9.68833067637543,"marine","Molasses Key, florida","frond section"
266,"Spinacia oleracea","net photosynthesis rate",0.938471392574015,55.2211612153333,52.5951471742436,-148.203556394687,51.5539445203839,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaves, 4-6 week old plants"
267,"Spinacia oleracea","respiration rate",0.99031041137431,24.538142365,13.9896659869524,NA,12.9484633330926,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaves, 4-6 week old plants"
268,"Spinacia oleracea","respiration rate",0.7924918884046,20.764974195,18.634964417845,-Inf,17.5937617639852,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaves, 4-6 week old plants"
269,"Spinacia oleracea","net photosynthesis rate",0.935915390949674,43.2650175922223,65.8807742169115,-280.720741187375,66.8668971035926,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts, 4-6 week old plants"
270,"Spinacia oleracea","respiration rate",0.812982805880203,10.2302517688889,24.3727047768718,-306.067115259056,25.3588276635529,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts, 4-6 week old plants"
271,"Valerianella locusta","net photosynthesis rate",0.984899033951405,43.4504719406,69.0343211405114,NA,70.5472466054816,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts"
272,"Valerianella locusta","respiration rate",0.480234436752514,6.85579556,25.007181940397,NA,26.5201074053672,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts"
273,"Valerianella locusta","respiration rate",0.929691303896618,11.567387034,36.8619127537043,-357.878029573817,38.3748382186745,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts"
274,"Synechocystis sp. PCC 6803","net photosynthesis rate",0.974751210147299,261.978101666667,60.2127307661175,-147.508565501536,59.1715281122577,"freshwater","Wilmington, DE, Usa","cyanobacterium"
275,"Synechocystis sp. PCC 6803","net photosynthesis rate",0.999696833795924,243.668716666667,32.0778343301967,NA,31.036631676337,"freshwater","Wilmington, DE, Usa","cyanobacterium"
276,"Synechocystis sp. PCC 6803","respiration rate",0.994513810110608,60.159617,32.9088572553456,Inf,30.9560468175161,"freshwater","Wilmington, DE, Usa","cyanobacterium"
277,"Synechocystis sp. PCC 6803","respiration rate",0.999623131682233,53.9004084,19.2283113110297,Inf,17.2755008732002,"freshwater","Wilmington, DE, Usa","cyanobacterium"
278,"Rosa hybrida","net photosynthesis rate",0.701319355793896,0.614124454666667,-34.5425227411544,-1823.46355544783,-25.5092102923028,"terrestrial","Davis California, USA","20 day year old leaf"
279,"Zostera marina","net photosynthesis rate",0.729362323788795,0.413227761428571,-23.2766800210422,NA,-23.5471292757657,"marine","York river mouth, Chesapeake Bay, Virginia, USA",NA
280,"Ruppia maritima","net photosynthesis rate",0.920469869876526,0.533342105714286,-20.4372436098449,-248.46401229058,-20.7076928645684,"freshwater","York river mouth, Chesapeake Bay, Virginia, USA",NA
281,"Asterionella formosa","net photosynthesis rate",0.628525059850528,10.991381185,104.824367638499,NA,109.803029006269,"freshwater","Lake Windermere, Uk",NA
282,"Thalassiosira pseudonana","net photosynthesis rate",0.81764674738248,2.59059619561538,38.9941168962972,-468.04126053676,41.8188636836049,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
283,"Skeletonema marinoi","net photosynthesis rate",0.811448763064877,3.20111539542857,31.3665187130808,NA,34.5618053611571,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
284,"Pseudo-nitzschia fraudulenta","net photosynthesis rate",0.85188530569164,1.66109162246154,26.0781914028437,-477.052173884039,28.9029381901514,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
285,"Emiliana huxleyi","net photosynthesis rate",0.879608878465241,1.09665932778571,17.8209308118161,-503.667338025358,21.0162174598924,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
286,"Isochrysis galbana","net photosynthesis rate",0.894835752168935,2.24573490833333,22.366911729404,NA,24.791444978344,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
287,"Isochrysis aff. Galbana","net photosynthesis rate",0.901773694841074,1.82152233,21.7171797121761,-549.817044360725,25.2574307176872,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
288,"Pavlova lutheri","net photosynthesis rate",0.723969215420026,1.36768337833333,30.2621919161872,-412.204650051663,32.6867251651272,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
289,"Lepidodinium chlorophorum","net photosynthesis rate",0.865586954606553,1.42696627028571,26.8997599105563,-Inf,30.0950465586326,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
290,"Elodea canadensis","net photosynthesis rate",0.996902257343023,26.5055628333333,18.0701112554111,-166.392258531623,17.0289086015514,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
291,"Cladophora glomerata","net photosynthesis rate",0.94459767441186,17.9460296,27.5487629484277,Inf,25.5959525105982,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
292,"Spirogyra sp","net photosynthesis rate",0.930320582268388,38.2076734,36.387638018302,Inf,34.4348275804725,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
293,"Elodea canadensis","respiration rate",0.935080538465232,4.24842398333333,18.4147785525724,-170.029073353045,17.3735758987127,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
294,"Cladophora glomerata","respiration rate",0.943088016772001,3.00408106,8.59079271288275,NA,6.63798227505325,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
295,"Spirogyra sp","respiration rate",0.978825284095441,3.54016322,9.12711417924729,NA,7.17430374141779,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
296,"Chlorella vulgaris","net photosynthesis rate",0.95055490809716,35.3480521333333,69.4874484915139,-277.464630785925,70.473571378195,"freshwater","Texas University",NA
297,"Chlorella vulgaris","net photosynthesis rate",0.640568337136509,0.974370435555555,9.64506571241321,NA,10.6311885990943,"freshwater","Texas University",NA
298,"Isochrysis galbana","net photosynthesis rate",0.894816849805024,7.78625851428571,34.6654683995886,NA,34.3950191448652,"marine","Ben Amotz, Israel limnological and Oceanographic Research ltd",NA
299,"Isochrysis galbana","net photosynthesis rate",0.696843401970703,0.145677494285714,-16.8535016761875,NA,-17.1239509309109,"marine","Ben Amotz, Israel limnological and Oceanographic Research ltd",NA
300,"Synechococcus sp.","net photosynthesis rate",0.742639176908313,20.641743025,66.3454138616407,-244.614333827943,66.7426215700398,"freshwater","Texas University",NA
301,"Synechococcus sp.","net photosynthesis rate",0.776475943450027,2.5571611625,20.6147992042857,-275.583941915207,21.0120069126848,"freshwater","Texas University",NA
302,"Aldrovanda vesiculosa","net photosynthesis rate",0.760816471087516,56.36630905,144.280312486806,-660.064518109339,149.258973854575,"freshwater","Lake Dlugie, E Poland","apical shoot segments"
303,"Aldrovanda vesiculosa","respiration rate",0.881233836552432,10.9771642,79.6886205565937,NA,85.3660916362394,"freshwater","Lake Dlugie, E Poland","apical shoot segments"
304,"Cymodocea nodosa","gross photosynthesis rate",0.991913705512693,12.0129556,13.3636142424636,Inf,11.4108038046341,"marine","Malta","leaf section"
305,"Posidonia oceanica","gross photosynthesis rate",0.996098081727742,16.61274705,19.3612281782987,-168.302980918335,18.320025524439,"marine","Malta","leaf section"
306,"Cymodocea nodosa","respiration rate",0.881371253789632,1.95189545,14.3608371278049,NA,13.3196344739452,"marine","Malta","leaf section"
307,"Posidonia oceanica","respiration rate",0.990345772155083,1.013556805,-6.66313550609205,NA,-7.70433815995177,"marine","Malta","leaf section"
308,"Ipomoea batatas","respiration rate",0.569174291940719,1.17677824958333,27.6964745051693,-855.158592581734,33.586743656909,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
309,"Ipomoea batatas","net photosynthesis rate",0.924653221317073,5.99362519230769,40.9494762410432,-945.897962159676,47.2399589311506,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
310,"Ipomoea batatas","net photosynthesis rate",0.968432196498691,12.8631534923077,57.4687706176634,-955.855760718335,63.7592533077709,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
311,"Ipomoea batatas","net photosynthesis rate",0.983022629873479,18.7630683307692,77.9409291059628,NA,84.2314117960702,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
312,"Triticum durum","net photosynthesis rate",0.136445129329229,3.05717717857143,101.849388482345,-964.072773518396,108.510411033221,"terrestrial","University of Arizona Maricopa Agricultural Center",NA
313,"Triticum durum","net photosynthesis rate",0.217991322700948,1.81416213956522,64.2166908729704,NA,69.8941619526162,"terrestrial","University of Arizona Maricopa Agricultural Center",NA
314,"Zea mays","net photosynthesis rate",0.985858396135499,36.9679128,17.1396273753321,Inf,15.1868169375026,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
315,"Zea mays","net photosynthesis rate",0.999989387799011,36.7265276,-19.9447858846577,NA,-21.8975963224872,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
316,"Zea mays","respiration rate",0.989352208277231,3.6620047,4.34887190447923,NA,2.39606146664973,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
317,"Zea mays","respiration rate",0.988642010910073,3.6736596,4.62499086424066,Inf,2.67218042641116,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
318,"Quercus ilex","net photosynthesis rate",0.532848091495439,7.16873136685237,1282.05862670898,NA,1301.47523865143,"terrestrial","Nago, near Arco","1 year old leaves"
319,"Dactylis glomerata","net photosynthesis rate",0.847218232434803,200.517784,49.9886660672343,Inf,48.0358556294048,"terrestrial","Sintra-Portugal, Aberystwyth-Wales, Hattfjelldal-Norway)","fully expanded leaves of seedlings"
320,"Quercus myrsinaefolia","respiration rate",0.991578528598874,0.855529779090909,-32.3462512758095,-410.105544944378,-30.3567749118176,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
321,"Quercus myrsinaefolia","respiration rate",0.962325221941288,0.780025580625,-37.4407560371458,NA,-33.5778124259469,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
322,"Quercus myrsinaefolia","gross photosynthesis rate",0.496542529848467,5.4299701625,61.1728067766452,NA,67.0630759283849,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
323,"Quercus myrsinaefolia","gross photosynthesis rate",0.203599806227988,5.5273036969697,131.520688449396,-1199.74679674918,139.003226256729,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
324,"Tidestromia oblongifolia","net photosynthesis rate",0.995935439449316,2.17030171333333,-21.2355377658531,NA,-18.8110045169131,"terrestrial","Department of Biological Sciences, Stanford University, Stanford, California",NA
