"ID","trait_name","trait_value","trait_unit","consumer","habitat","location","stage","temp","lnB","tran_kT","tran_kTT"
121,"net photosynthesis rate",11.079812,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.40512471366616,-37.088940949399,3.92960702271577
121,"net photosynthesis rate",9.154929,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.21429242277144,-36.5060564460295,4.51249152608524
122,"net photosynthesis rate",14.530517,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.67625105850459,-38.9548947117367,2.06365326037808
122,"net photosynthesis rate",15.44601,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.73735071756367,-38.312392737273,2.70615523484182
122,"net photosynthesis rate",15.633802,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.74943536501281,-37.690741062159,3.32780690995577
122,"net photosynthesis rate",12.723004,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.54341169355177,-37.088940949399,3.92960702271577
122,"net photosynthesis rate",10.070422,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.30960261250584,-36.5060564460295,4.51249152608524
123,"net photosynthesis rate",15.3755865,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.73278095930649,-38.9548947117367,2.06365326037808
123,"net photosynthesis rate",16.666666,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.81341067676004,-38.312392737273,2.70615523484182
123,"net photosynthesis rate",16.948357,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.83017089697484,-37.690741062159,3.32780690995577
123,"net photosynthesis rate",13.474178,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.60077511307908,-37.088940949399,3.92960702271577
123,"net photosynthesis rate",10.352113,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.33719065346404,-36.5060564460295,4.51249152608524
124,"net photosynthesis rate",14.530517,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.67625105850459,-38.9548947117367,2.06365326037808
124,"net photosynthesis rate",15.046948,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.7111751799324,-38.312392737273,2.70615523484182
124,"net photosynthesis rate",11.995305,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.48451532322975,-37.690741062159,3.32780690995577
124,"net photosynthesis rate",9.4600935,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.24708226673587,-37.088940949399,3.92960702271577
124,"net photosynthesis rate",7.3004694,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,1.98793864745696,-36.5060564460295,4.51249152608524
125,"net photosynthesis rate",14.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.67242302345906,-38.9548947117367,2.06365326037808
125,"net photosynthesis rate",14.175,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.65147984961382,-38.312392737273,2.70615523484182
125,"net photosynthesis rate",9.55,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.25654115449264,-37.690741062159,3.32780690995577
125,"net photosynthesis rate",7,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,1.94591014905531,-37.088940949399,3.92960702271577
125,"net photosynthesis rate",4.775,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,1.56339397393269,-36.5060564460295,4.51249152608524
126,"net photosynthesis rate",6.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,1.8679486075856,-38.9548947117367,2.06365326037808
126,"net photosynthesis rate",8.975,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.19444293437434,-38.312392737273,2.70615523484182
126,"net photosynthesis rate",12,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.484906649788,-37.690741062159,3.32780690995577
126,"net photosynthesis rate",14.425,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.66896281239416,-37.088940949399,3.92960702271577
126,"net photosynthesis rate",14.1,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.64617479738412,-36.5060564460295,4.51249152608524
127,"net photosynthesis rate",14.8,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.69462718077007,-38.9548947117367,2.06365326037808
127,"net photosynthesis rate",15.325,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.72948548182227,-38.312392737273,2.70615523484182
127,"net photosynthesis rate",13.2,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.58021682959233,-37.690741062159,3.32780690995577
127,"net photosynthesis rate",9.95,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.2975725511705,-37.088940949399,3.92960702271577
127,"net photosynthesis rate",7.975,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.07631164867091,-36.5060564460295,4.51249152608524
128,"net photosynthesis rate",14.5,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.67414864942653,-38.9548947117367,2.06365326037808
128,"net photosynthesis rate",15.45,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.73760900334375,-38.312392737273,2.70615523484182
128,"net photosynthesis rate",15,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.70805020110221,-37.690741062159,3.32780690995577
128,"net photosynthesis rate",11.575,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.4488475999723,-37.088940949399,3.92960702271577
128,"net photosynthesis rate",9.325,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.23269896552988,-36.5060564460295,4.51249152608524
129,"net photosynthesis rate",14.75,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.69124308278583,-38.9548947117367,2.06365326037808
129,"net photosynthesis rate",15.5,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.7408400239252,-38.312392737273,2.70615523484182
129,"net photosynthesis rate",15.05,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.71137799119488,-37.690741062159,3.32780690995577
129,"net photosynthesis rate",12.55,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.52972066557779,-37.088940949399,3.92960702271577
129,"net photosynthesis rate",9.925,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.29505682657325,-36.5060564460295,4.51249152608524
130,"net photosynthesis rate",14.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",298.15,2.67242302345906,-38.9548947117367,2.06365326037808
130,"net photosynthesis rate",15.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",303.15,2.73922581857066,-38.312392737273,2.70615523484182
130,"net photosynthesis rate",15.575,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",308.15,2.74566706467352,-37.690741062159,3.32780690995577
130,"net photosynthesis rate",14.5,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",313.15,2.67414864942653,-37.088940949399,3.92960702271577
130,"net photosynthesis rate",11.975,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",318.15,2.48282114329698,-36.5060564460295,4.51249152608524
131,"net photosynthesis rate",0.33683902,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",281.15,-1.08815014821776,-41.3103391723432,-0.291791200228452
132,"net photosynthesis rate",0.09832861,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",278.15,-2.3194402463624,-41.7558937922139,-0.737345820099129
132,"net photosynthesis rate",2.4241815,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",281.15,0.885493941641606,-41.3103391723432,-0.291791200228452
132,"net photosynthesis rate",2.7661421,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",285.15,1.01745360574799,-40.7308499326821,0.287698039432684
132,"net photosynthesis rate",3.2517838,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",289.15,1.17920370731071,-40.1673935960723,0.851154376042501
132,"net photosynthesis rate",3.8816538,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",293.15,1.35626129993535,-39.6193138608368,1.39923411127801
133,"net photosynthesis rate",0.31439742,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",278.15,-1.15709742456763,-41.7558937922139,-0.737345820099129
133,"net photosynthesis rate",3.539693,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",281.15,1.26404000022117,-41.3103391723432,-0.291791200228452
133,"net photosynthesis rate",5.7893267,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",285.15,1.75601599812187,-40.7308499326821,0.287698039432684
133,"net photosynthesis rate",8.326322,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",289.15,2.11942182205811,-40.1673935960723,0.851154376042501
133,"net photosynthesis rate",7.2647247,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",293.15,1.98303040229186,-39.6193138608368,1.39923411127801
135,"net photosynthesis rate",0.72904176,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",289.15,-0.316024264663525,-40.1673935960723,0.851154376042501
136,"net photosynthesis rate",0.27126047,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",281.15,-1.30467577579405,-41.3103391723432,-0.291791200228452
136,"net photosynthesis rate",0.02890868,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",289.15,-3.54361338293783,-40.1673935960723,0.851154376042501
136,"net photosynthesis rate",0.67555547,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",293.15,-0.392220008002889,-39.6193138608368,1.39923411127801
137,"net photosynthesis rate",0.049689002,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",278.15,-3.00197165809365,-41.7558937922139,-0.737345820099129
137,"net photosynthesis rate",0.6752484,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",281.15,-0.392674655805,-41.3103391723432,-0.291791200228452
137,"net photosynthesis rate",1.1869766,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",285.15,0.17140940186961,-40.7308499326821,0.287698039432684
137,"net photosynthesis rate",1.5634792,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",289.15,0.446913594341498,-40.1673935960723,0.851154376042501
137,"net photosynthesis rate",1.6713731,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",293.15,0.513645504163474,-39.6193138608368,1.39923411127801
138,"net photosynthesis rate",16.91972,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",294.046051,2.82847980557779,-39.498581323591,1.51996664852373
138,"net photosynthesis rate",23.543905,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",299.048537,3.15886697592473,-38.837848781398,2.18069919071679
138,"net photosynthesis rate",30.422977,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",304.205061,3.41519814529071,-38.1795155548194,2.83903241729534
138,"net photosynthesis rate",33.472023,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",309.429484,3.51070995558371,-37.534890690327,3.48365728178775
138,"net photosynthesis rate",31.415962,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",314.181776,3.44731610770024,-36.9671405075522,4.05140746456255
138,"net photosynthesis rate",25.451082,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",316.77672,3.23675825682758,-36.6643162992037,4.35423167291103
138,"net photosynthesis rate",20.937155,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",317.917204,3.04152533183759,-36.5327881353168,4.48575983679795
139,"net photosynthesis rate",35.9816523,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,293.384474,3.58300915020282,-39.5876499528203,1.43089801929451
139,"net photosynthesis rate",46.20556165,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,297.995867,3.83310017287699,-38.9750434300631,2.04350454205171
139,"net photosynthesis rate",52.3427841,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,301.18632,3.95781408827426,-38.5621825662743,2.45636540584052
139,"net photosynthesis rate",52.9818104,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,305.229346,3.96994865464552,-38.0513931917421,2.96715478037266
139,"net photosynthesis rate",52.0872552,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,308.58066,3.95292029695351,-37.6381392738751,3.38040869823968
139,"net photosynthesis rate",42.0194335,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,311.94088,3.73813221365058,-37.2327021014504,3.78584587066435
139,"net photosynthesis rate",36.10908868,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,312.139166,3.58654459764052,-37.2090500757739,3.80949789634089
139,"net photosynthesis rate",28.17306319,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,314.226454,3.3383663154157,-36.9618843686035,4.0566636035113
140,"net photosynthesis rate",51.1274875,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,298.653317,3.93432226843606,-38.8892444757421,2.12930349637269
140,"net photosynthesis rate",57.89418125,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,303.115015,4.05861688298307,-38.3168146860171,2.70173328609766
140,"net photosynthesis rate",62.49891875,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,307.771048,4.13514925659271,-37.7371488766685,3.28139909544624
140,"net photosynthesis rate",61.6982875,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,312.855147,4.12225617525873,-37.1238957379349,3.89465223417987
140,"net photosynthesis rate",60.88501,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,316.360308,4.10898700320302,-36.7125760236151,4.30597194849965
140,"net photosynthesis rate",54.41023125,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,318.32969,3.99655221062664,-36.4854495925413,4.53309837957348
140,"net photosynthesis rate",44.6923625,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,320.571318,3.79980262572353,-36.2303213237071,4.78822664840765
140,"net photosynthesis rate",28.47441438,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,321.624453,3.34900594301114,-36.1116878706492,4.90686010146553
140,"net photosynthesis rate",21.75585625,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,323.170416,3.07988297416621,-35.9389389723851,5.0796089997297
140,"net photosynthesis rate",15.26719375,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,323.40682,2.72570632696522,-35.9126683175831,5.10587965453168
141,"net photosynthesis rate",4.653071,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",279.541132,1.5375274317188,-41.5480962504806,-0.529548278365809
141,"net photosynthesis rate",8.586424,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",283.260102,2.15018235129913,-41.0026042365271,0.0159437355876761
141,"net photosynthesis rate",15.525272,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",288.200597,2.74246914779489,-40.2997147792317,0.718833192883082
141,"net photosynthesis rate",23.811869,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",293.490452,3.17018415384816,-39.5733550415613,1.4451929305535
141,"net photosynthesis rate",32.306606,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",298.490137,3.47527172944106,-38.9105046318643,2.10804334025052
141,"net photosynthesis rate",46.817955,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",303.494166,3.84626678319344,-38.2689460274643,2.74960194465045
141,"net photosynthesis rate",51.785175,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",308.72356,3.94710391139209,-37.6207175710992,3.39783040101558
141,"net photosynthesis rate",45.23891,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",313.480124,3.81195755723529,-37.0498828126797,3.96866515943508
142,"net photosynthesis rate",15.871795,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,298.15,2.76454363463249,-38.9548947117367,2.06365326037808
142,"net photosynthesis rate",15.941725,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,299.15,2.76893988582558,-38.8246761099926,2.19387186212214
142,"net photosynthesis rate",15.90676,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,300.15,2.76674417610516,-38.6953251984151,2.32322277369966
142,"net photosynthesis rate",15.801865,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,301.15,2.76012797104167,-38.5668333332369,2.45171463887786
142,"net photosynthesis rate",15.62704,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,302.15,2.74900274710025,-38.439191985121,2.57935598699382
142,"net photosynthesis rate",15.55711,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,303.15,2.74451776885199,-38.312392737273,2.70615523484182
142,"net photosynthesis rate",15.312354,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,304.15,2.72865995356561,-38.1864272835913,2.83212068852346
142,"net photosynthesis rate",14.962704,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,305.15,2.70556070487636,-38.0612874268533,2.95726054526143
142,"net photosynthesis rate",14.508159,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,306.15,2.67471118083124,-37.9369650769371,3.08158289517766
142,"net photosynthesis rate",13.983683,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,307.15,2.63789114989194,-37.813452249078,3.20509572303681
142,"net photosynthesis rate",13.249417,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,308.15,2.5839535514642,-37.690741062159,3.32780690995577
142,"net photosynthesis rate",11.850816,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,309.15,2.47239672596984,-37.5688237370348,3.44972423508001
142,"net photosynthesis rate",10.41725,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,310.15,2.34346308594636,-37.4476925948873,3.57085537722747
142,"net photosynthesis rate",8.878788,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,311.15,2.18366506120246,-37.327340055614,3.69120791650077
142,"net photosynthesis rate",6.920746,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,312.15,1.93452356728741,-37.2077586362463,3.81078933586843
142,"net photosynthesis rate",5.1375294,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,313.15,1.63657230243372,-37.088940949399,3.92960702271577
143,"net photosynthesis rate",0.78884465,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",278.089516,-0.237185872326138,-41.7649756285825,-0.746427656467702
143,"net photosynthesis rate",1.5537848,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",283.109678,0.440693761017549,-41.0243900538939,-0.00584208177910028
143,"net photosynthesis rate",3.0717132,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",288.069354,1.12223545155217,-40.3180751337551,0.700472838359666
143,"net photosynthesis rate",4.0756974,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",294.057259,1.40504187315415,-39.4970758341466,1.52147213796814
143,"net photosynthesis rate",4.1474104,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",298.17016,1.42248413947358,-38.95226087783,2.06628709428482
143,"net photosynthesis rate",4.0398407,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",303.190323,1.39620526050258,-38.3072973549499,2.7112506171649
143,"net photosynthesis rate",1.6972111,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",304.158064,0.528986374508478,-38.1854148647668,2.83313310734795
143,"net photosynthesis rate",0.8366534,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",306.214518,-0.178345392223839,-37.9289719317106,3.08957604040415
144,"gross photosynthesis rate",35.8,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,278.15,3.57794789340665,-41.7558937922139,-0.737345820099129
144,"gross photosynthesis rate",48.3,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,283.15,3.87743156065853,-41.0185479721148,0
144,"gross photosynthesis rate",61.7,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,288.15,4.12228393091134,-40.3067911098535,0.711756862261232
144,"gross photosynthesis rate",78,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,293.15,4.35670882668959,-39.6193138608368,1.39923411127801
144,"gross photosynthesis rate",104.9,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,298.15,4.65300751540225,-38.9548947117367,2.06365326037808
144,"gross photosynthesis rate",104.3,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,303.15,4.64727136200673,-38.312392737273,2.70615523484182
144,"gross photosynthesis rate",56,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,308.15,4.02535169073515,-37.690741062159,3.32780690995577
145,"respiration rate",6.9,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,278.15,1.93152141160321,-41.7558937922139,-0.737345820099129
145,"respiration rate",8.2,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,283.15,2.10413415427021,-41.0185479721148,0
145,"respiration rate",8.7,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,288.15,2.16332302566054,-40.3067911098535,0.711756862261232
145,"respiration rate",13.3,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,293.15,2.58776403522771,-39.6193138608368,1.39923411127801
145,"respiration rate",15.8,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,298.15,2.76000994003292,-38.9548947117367,2.06365326037808
145,"respiration rate",18.5,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,303.15,2.91777073208428,-38.312392737273,2.70615523484182
145,"respiration rate",16.6,"micromol o2 mg(Chl)^-1 h^-1","Koliella antarctica","marine","Terra Nova Bay, Ross Sea, Antarctica",NA,308.15,2.8094026953625,-37.690741062159,3.32780690995577
146,"gross photosynthesis rate",20.9,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,278.15,3.03974915897077,-41.7558937922139,-0.737345820099129
146,"gross photosynthesis rate",38.6,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,283.15,3.65325227647079,-41.0185479721148,0
146,"gross photosynthesis rate",55.8,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,288.15,4.02177386938726,-40.3067911098535,0.711756862261232
146,"gross photosynthesis rate",61.6,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,293.15,4.12066187053947,-39.6193138608368,1.39923411127801
146,"gross photosynthesis rate",74.2,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,298.15,4.30676415017333,-38.9548947117367,2.06365326037808
146,"gross photosynthesis rate",80.9,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,303.15,4.39321382406445,-38.312392737273,2.70615523484182
146,"gross photosynthesis rate",72.1,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,308.15,4.2780540442909,-37.690741062159,3.32780690995577
147,"respiration rate",5.7,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,278.15,1.7404661748405,-41.7558937922139,-0.737345820099129
147,"respiration rate",9,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,283.15,2.19722457733622,-41.0185479721148,0
147,"respiration rate",15.7,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,288.15,2.75366071235426,-40.3067911098535,0.711756862261232
147,"respiration rate",19.8,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,293.15,2.98568193770049,-39.6193138608368,1.39923411127801
147,"respiration rate",21,"micromol o2 mg(Chl)^-1 h^-1","Chlorella saccharophila","freshwater / terrestrial","Antelao glacier",NA,298.15,3.04452243772342,-38.9548947117367,2.06365326037808
