"ID","trait_name","trait_value","trait_unit","consumer","habitat","location","stage","temp"
110,"net photosynthesis rate",4.2752247,"mg co2 g^-1 h^-1","sphagnum squarrosum","terrestrial","philip smith mountains, alaska","upper shoot",28.405443
110,"net photosynthesis rate",3.6732786,"mg co2 g^-1 h^-1","sphagnum squarrosum","terrestrial","philip smith mountains, alaska","upper shoot",31.976336
111,"respiration rate",0.2509366,"mg co2 g^-1 h^-1","sphagnum squarrosum","terrestrial","philip smith mountains, alaska","upper shoot",6.3988905
111,"respiration rate",0.74884737,"mg co2 g^-1 h^-1","sphagnum squarrosum","terrestrial","philip smith mountains, alaska","upper shoot",14.832459
111,"respiration rate",1.3287253,"mg co2 g^-1 h^-1","sphagnum squarrosum","terrestrial","philip smith mountains, alaska","upper shoot",19.536581
111,"respiration rate",2.2388928,"mg co2 g^-1 h^-1","sphagnum squarrosum","terrestrial","philip smith mountains, alaska","upper shoot",25.16234
111,"respiration rate",3.7871833,"mg co2 g^-1 h^-1","sphagnum squarrosum","terrestrial","philip smith mountains, alaska","upper shoot",30.536358
112,"net photosynthesis rate",1.4822577,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",4.371588
112,"net photosynthesis rate",2.153429,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",8.263412
112,"net photosynthesis rate",2.986878,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",12.3555565
112,"net photosynthesis rate",3.5567677,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",16.368025
112,"net photosynthesis rate",3.8025439,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",20.742466
112,"net photosynthesis rate",3.5835235,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",27.566359
112,"net photosynthesis rate",2.895569,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",29.695213
112,"net photosynthesis rate",2.006005,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",33.710995
113,"respiration rate",0.40724108,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",4.1764684
113,"respiration rate",0.52950203,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",7.80492
113,"respiration rate",1.5115744,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",16.598984
113,"respiration rate",2.7019708,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",22.48186
113,"respiration rate",4.1488805,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",27.39543
113,"respiration rate",6.2072067,"mg co2 g^-1 h^-1","sphagnum angustifolium","terrestrial","philip smith mountains, alaska","upper shoot",32.87462
114,"net photosynthesis rate",1.3878511,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",5.609607
114,"net photosynthesis rate",2.19319,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",10.258394
114,"net photosynthesis rate",2.7981596,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",15.428831
114,"net photosynthesis rate",3.2827742,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",20.679726
114,"net photosynthesis rate",3.304772,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",24.047375
114,"net photosynthesis rate",2.7461193,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",29.661482
114,"net photosynthesis rate",2.1861103,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",32.910187
115,"respiration rate",0.097509414,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",2.5649416
115,"respiration rate",0.41693553,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",9.260255
115,"respiration rate",0.7363617,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",15.955567
115,"respiration rate",1.0845779,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",20.24959
115,"respiration rate",1.8608022,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",26.181171
115,"respiration rate",2.9168339,"mg co2 g^-1 h^-1","sphagnum warnstorfii","terrestrial","philip smith mountains, alaska","upper shoot",31.194695
116,"net photosynthesis rate",1.9949238,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",9.848485
116,"net photosynthesis rate",2.1979694,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",12.424242
116,"net photosynthesis rate",2.502538,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",15.151515
116,"net photosynthesis rate",2.786802,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",20
116,"net photosynthesis rate",2.888325,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",25
116,"net photosynthesis rate",2.7055838,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",29.848484
116,"net photosynthesis rate",2.5431473,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",35.151516
116,"net photosynthesis rate",2.1675127,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",37.5
116,"net photosynthesis rate",1.9238579,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",39.924244
116,"net photosynthesis rate",1.4974619,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",42.424244
116,"net photosynthesis rate",0.79695433,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",45.530304
116,"net photosynthesis rate",0.12690355,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",47.272728
117,"net photosynthesis rate",2.1370559,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",9.318182
117,"net photosynthesis rate",2.4720812,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",12.348485
117,"net photosynthesis rate",2.8172588,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",15
117,"net photosynthesis rate",3.2436547,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",20.075758
117,"net photosynthesis rate",3.6497462,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",24.924242
117,"net photosynthesis rate",3.7715735,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",30
117,"net photosynthesis rate",3.6192894,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",34.924244
117,"net photosynthesis rate",3.497462,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",37.575756
117,"net photosynthesis rate",3.5177665,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",39.924244
117,"net photosynthesis rate",3.3451777,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",41.666668
117,"net photosynthesis rate",3,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",44.015152
117,"net photosynthesis rate",2.3604062,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",45.075756
117,"net photosynthesis rate",1.9238579,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",47.196968
117,"net photosynthesis rate",1.1218274,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",50
118,"net photosynthesis rate",2.2081218,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",9.393939
118,"net photosynthesis rate",2.7258883,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",11.969697
118,"net photosynthesis rate",3.1928935,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",15
118,"net photosynthesis rate",3.7411168,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",20
118,"net photosynthesis rate",4.1776648,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",24.772728
118,"net photosynthesis rate",4.5228424,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",29.848484
118,"net photosynthesis rate",4.817259,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",34.924244
118,"net photosynthesis rate",4.7258883,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",37.272728
118,"net photosynthesis rate",4.77665,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",39.772728
118,"net photosynthesis rate",4.6954317,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",40.757576
118,"net photosynthesis rate",4.64467,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",42.424244
118,"net photosynthesis rate",4.3299494,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",44.924244
118,"net photosynthesis rate",3.8730965,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",47.5
118,"net photosynthesis rate",2.857868,"nmol co2 cm^-2 s^-1","agropyron smithii","terrestrial","colorado, usa","leaf, 35 days old",50.075756
119,"net photosynthesis rate",14.272301,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
119,"net photosynthesis rate",14.483568,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
119,"net photosynthesis rate",10.070422,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
119,"net photosynthesis rate",8.028169,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
119,"net photosynthesis rate",5.3286386,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
120,"net photosynthesis rate",14.530517,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
120,"net photosynthesis rate",15.586855,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
120,"net photosynthesis rate",16.056337,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
120,"net photosynthesis rate",13.779343,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
120,"net photosynthesis rate",11.525822,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
121,"net photosynthesis rate",14.577465,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
121,"net photosynthesis rate",15.117371,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
121,"net photosynthesis rate",14.718309,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
121,"net photosynthesis rate",11.079812,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
121,"net photosynthesis rate",9.154929,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
122,"net photosynthesis rate",14.530517,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
122,"net photosynthesis rate",15.44601,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
122,"net photosynthesis rate",15.633802,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
122,"net photosynthesis rate",12.723004,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
122,"net photosynthesis rate",10.070422,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
123,"net photosynthesis rate",15.3755865,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
123,"net photosynthesis rate",16.666666,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
123,"net photosynthesis rate",16.948357,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
123,"net photosynthesis rate",13.474178,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
123,"net photosynthesis rate",10.352113,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
124,"net photosynthesis rate",14.530517,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
124,"net photosynthesis rate",15.046948,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
124,"net photosynthesis rate",11.995305,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
124,"net photosynthesis rate",9.4600935,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
124,"net photosynthesis rate",7.3004694,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
125,"net photosynthesis rate",14.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
125,"net photosynthesis rate",14.175,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
125,"net photosynthesis rate",9.55,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
125,"net photosynthesis rate",7,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
125,"net photosynthesis rate",4.775,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
126,"net photosynthesis rate",6.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
126,"net photosynthesis rate",8.975,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
126,"net photosynthesis rate",12,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
126,"net photosynthesis rate",14.425,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
126,"net photosynthesis rate",14.1,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
127,"net photosynthesis rate",14.8,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
127,"net photosynthesis rate",15.325,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
127,"net photosynthesis rate",13.2,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
127,"net photosynthesis rate",9.95,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
127,"net photosynthesis rate",7.975,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
128,"net photosynthesis rate",14.5,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
128,"net photosynthesis rate",15.45,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
128,"net photosynthesis rate",15,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
128,"net photosynthesis rate",11.575,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
128,"net photosynthesis rate",9.325,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
129,"net photosynthesis rate",14.75,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
129,"net photosynthesis rate",15.5,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
129,"net photosynthesis rate",15.05,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
129,"net photosynthesis rate",12.55,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
129,"net photosynthesis rate",9.925,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
130,"net photosynthesis rate",14.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",25
130,"net photosynthesis rate",15.475,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",30
130,"net photosynthesis rate",15.575,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",35
130,"net photosynthesis rate",14.5,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",40
130,"net photosynthesis rate",11.975,"micromol m^-2 s^-1","nicotiana tabacum","terrestrial","beijing, china","Youngest fully expanded leaf",45
131,"net photosynthesis rate",0.33683902,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",8
132,"net photosynthesis rate",0.09832861,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",5
132,"net photosynthesis rate",2.4241815,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",8
132,"net photosynthesis rate",2.7661421,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",12
132,"net photosynthesis rate",3.2517838,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",16
132,"net photosynthesis rate",3.8816538,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",20
133,"net photosynthesis rate",0.31439742,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",5
133,"net photosynthesis rate",3.539693,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",8
133,"net photosynthesis rate",5.7893267,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",12
133,"net photosynthesis rate",8.326322,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",16
133,"net photosynthesis rate",7.2647247,"micromol m^-2 s^-1","pinus sylvestris","terrestrial","finland","seedlings",20
135,"net photosynthesis rate",0.72904176,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",16
136,"net photosynthesis rate",0.27126047,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",8
136,"net photosynthesis rate",0.02890868,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",16
136,"net photosynthesis rate",0.67555547,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",20
137,"net photosynthesis rate",0.049689002,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",5
137,"net photosynthesis rate",0.6752484,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",8
137,"net photosynthesis rate",1.1869766,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",12
137,"net photosynthesis rate",1.5634792,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",16
137,"net photosynthesis rate",1.6713731,"micromol m^-2 s^-1","picea abies","terrestrial","finland","seedlings",20
138,"net photosynthesis rate",16.91972,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",20.896051
138,"net photosynthesis rate",23.543905,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",25.898537
138,"net photosynthesis rate",30.422977,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",31.055061
138,"net photosynthesis rate",33.472023,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",36.279484
138,"net photosynthesis rate",31.415962,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",41.031776
138,"net photosynthesis rate",25.451082,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",43.62672
138,"net photosynthesis rate",20.937155,"micromol m^-2 s^-1","gossypium hirsutum","terrestrial","stanford, california, usa","leaf",44.767204
139,"net photosynthesis rate",35.9816523,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,20.234474
139,"net photosynthesis rate",46.20556165,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,24.845867
139,"net photosynthesis rate",52.3427841,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,28.03632
139,"net photosynthesis rate",52.9818104,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,32.079346
139,"net photosynthesis rate",52.0872552,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,35.43066
139,"net photosynthesis rate",42.0194335,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,38.79088
139,"net photosynthesis rate",36.10908868,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,38.989166
139,"net photosynthesis rate",28.17306319,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,41.076454
140,"net photosynthesis rate",51.1274875,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,25.503317
140,"net photosynthesis rate",57.89418125,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,29.965015
140,"net photosynthesis rate",62.49891875,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,34.621048
140,"net photosynthesis rate",61.6982875,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,39.705147
140,"net photosynthesis rate",60.88501,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,43.210308
140,"net photosynthesis rate",54.41023125,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,45.17969
140,"net photosynthesis rate",44.6923625,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,47.421318
140,"net photosynthesis rate",28.47441438,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,48.474453
140,"net photosynthesis rate",21.75585625,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,50.020416
140,"net photosynthesis rate",15.26719375,"micromol m^-2 s^-1","geraea canescens","terrestrial","death valley, california, usa",NA,50.25682
141,"net photosynthesis rate",4.653071,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",6.391132
141,"net photosynthesis rate",8.586424,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",10.110102
141,"net photosynthesis rate",15.525272,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",15.050597
141,"net photosynthesis rate",23.811869,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",20.340452
141,"net photosynthesis rate",32.306606,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",25.340137
141,"net photosynthesis rate",46.817955,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",30.344166
141,"net photosynthesis rate",51.785175,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",35.57356
141,"net photosynthesis rate",45.23891,"micromol m^-2 s^-1","flaveria bidentis","terrestrial","winnipeg, canada","leaf",40.330124
142,"net photosynthesis rate",15.871795,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,25
142,"net photosynthesis rate",15.941725,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,26
142,"net photosynthesis rate",15.90676,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,27
142,"net photosynthesis rate",15.801865,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,28
142,"net photosynthesis rate",15.62704,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,29
142,"net photosynthesis rate",15.55711,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,30
142,"net photosynthesis rate",15.312354,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,31
142,"net photosynthesis rate",14.962704,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,32
142,"net photosynthesis rate",14.508159,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,33
142,"net photosynthesis rate",13.983683,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,34
142,"net photosynthesis rate",13.249417,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,35
142,"net photosynthesis rate",11.850816,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,36
142,"net photosynthesis rate",10.41725,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,37
142,"net photosynthesis rate",8.878788,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,38
142,"net photosynthesis rate",6.920746,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,39
142,"net photosynthesis rate",5.1375294,"micromol co2 m^-2 s^-1","arabidopsis","terrestrial","urbana, illinois, usa",NA,40
143,"net photosynthesis rate",0.78884465,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",4.939516
143,"net photosynthesis rate",1.5537848,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",9.959678
143,"net photosynthesis rate",3.0717132,"micromol m^-2 s^-1","porphyra perforata","marine","pacific grove, california, usa","blade discs",14.919354
