"ID","consumer","trait_name","r2","intercept","AIC","BIC","habitat","location","stage"
182,"Acer saccharum","net photosynthesis rate",0.948861483254566,9.01567361428571,23.6455877166066,23.4292283128278,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
183,"Acer saccharum","net photosynthesis rate",0.966993402757348,6.9318032,11.9268575966682,11.7104981928895,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
184,"Acer saccharum","respiration rate",0.989174804942485,1.84688171571429,0.833464269537478,0.617104865758731,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
185,"Acer saccharum","respiration rate",0.990259126727539,1.15719849,-7.35895072223735,-7.5753101260161,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
186,"Acer saccharum","respiration rate",0.993748052656578,1.11922528428571,-10.2002757670802,-10.416635170859,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
187,"Acer saccharum","respiration rate",0.993836458400609,1.10800214428571,-12.3146006395746,-12.5309600433534,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
188,"Acer saccharum","respiration rate",0.997817709481431,1.34106561142857,-15.7998407571609,-16.0162001609397,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
189,"Acer saccharum","respiration rate",0.99862903157905,2.03960168,-13.7689204624023,-13.985279866181,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
190,"Acer saccharum","respiration rate",0.996159254570874,1.41910623,-9.80623690859062,-10.0225963123694,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
191,"Acer saccharum","respiration rate",0.996673590130243,1.30896600428571,-13.279500532996,-13.4958599367748,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
192,"Acer saccharum","respiration rate",0.998146827211379,1.56540181,-14.3935937343165,-14.6099531380953,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
193,"Acer saccharum","respiration rate",0.998022910819592,1.23239418,-17.2184354044761,-17.4347948082549,"terrestrial","sawyer highway, north woodstock, new hampshire","3 year old seedlings which had ceased stem elongation and formed resting buds"
194,"Eucalyptus pauciflora","respiration rate",0.99720274121425,1.20753481,-13.052142687264,-13.8851048103518,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
195,"Eucalyptus pauciflora","respiration rate",0.99151699636532,0.786064982,-5.96643889011107,-7.52868724037466,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
196,"Eucalyptus pauciflora","respiration rate",0.964103962743567,0.3847526105,-10.0030157131006,-10.8359778361884,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
197,"Eucalyptus pauciflora","respiration rate",0.849523209881861,0.357287453333333,-7.42995852991892,-8.2629206530067,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
198,"Eucalyptus pauciflora","respiration rate",0.675114977843684,0.390688266666667,-7.60645286961,-8.43941499269778,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
199,"Eucalyptus pauciflora","respiration rate",0.783662303718307,0.440283405,-9.04239330393552,-9.8753554270233,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
200,"Eucalyptus pauciflora","respiration rate",0.983200215668807,0.580971678333334,-17.3004688032656,-18.1334309263534,"terrestrial","gudgenby valley, namadgi national park, southeast australia","leaf"
201,"Larrea divaricata","net photosynthesis rate",0.993029815008343,2.35297202,-15.84902489834,-17.4112732486036,"terrestrial","death valley, california","1-2 years old"
202,"Larrea divaricata","net photosynthesis rate",0.997350980295484,2.46077938333333,-27.2920461568287,-28.1250082799165,"terrestrial","death valley, california","1-2 years old"
203,"Larrea divaricata","net photosynthesis rate",0.995690312747773,2.1671352,-21.412849934806,-22.9750982850696,"terrestrial","death valley, california","1-2 years old"
204,"Larrea divaricata","net photosynthesis rate",0.969883939203901,1.74589916125,-2.44681738301662,-2.12905121629727,"terrestrial","death valley, california","leaf"
205,"Larrea divaricata","net photosynthesis rate",0.957860961895961,2.03000128571429,-7.95172493033311,-5.39549561187208,"terrestrial","death valley, california","leaf"
206,"Larrea divaricata","net photosynthesis rate",0.883576861116245,1.751309084,-6.64352141900721,-1.76801811953441,"terrestrial","death valley, california","leaf"
207,"Larrea divaricata","respiration rate",0.997919017414111,0.562112692222222,-41.7204171754827,-40.9315188661379,"terrestrial","death valley, california","leaf"
208,"Larrea divaricata","respiration rate",0.985282636812639,0.41057460625,-30.0000758278931,-29.6823096611737,"terrestrial","death valley, california","leaf"
209,"Larrea divaricata","respiration rate",0.996348730385938,0.62168375,-32.6897917628958,-32.3720255961765,"terrestrial","death valley, california","leaf"
210,"Chondrus crispus","net photosynthesis rate",0.738787900551899,77.8603088333333,60.0291955779181,59.1962334548303,"marine","Jaffrey Point, New Hampshire","thallus disk"
211,"Gigartina stellata","net photosynthesis rate",0.776916557064918,32.7473016666667,44.3657014368313,43.5327393137435,"marine","Jaffrey Point, New Hampshire","thallus disk"
212,"Chondrus crispus","respiration rate",0.816634014184322,15.04466375,41.9635503014031,41.1305881783153,"marine","Jaffrey Point, New Hampshire","thallus disk"
213,"Gigartina stellata","respiration rate",0.889697657555102,7.34911536666667,28.4506451810363,27.6176830579485,"marine","Jaffrey Point, New Hampshire","thallus disk"
214,"Triticum aestivum","respiration rate",0.980586940655904,0.949365103769231,-21.3900127414502,-19.130215311604,"terrestrial","Department of Environmental Biology, Research School of Biological Sciences, The Australian National University, Canberra City, Australia","mature wheat leaves, 30 days old"
215,"Triticum aestivum","respiration rate",0.994895540742049,1.42649681126667,-27.6878673327035,-24.8556665282947,"terrestrial","Department of Environmental Biology, Research School of Biological Sciences, The Australian National University, Canberra City, Australia","mature wheat leaves, 30 days old"
216,"Potamogeton pectinatus","net photosynthesis rate",0.878489354304493,1.00910978,1.87221226818359,1.03925014509581,"freshwater","Department of Botany and Institute for Environmental Studies, Birge Hall, University of Wisconsin-Madison, Madison, USA","shoots"
217,"Potamogeton pectinatus","respiration rate",0.890458144859495,0.239764242,-15.9046112405544,-17.466859590818,"freshwater","Department of Botany and Institute for Environmental Studies, Birge Hall, University of Wisconsin-Madison, Madison, USA","shoots"
218,"Egeria densa","net photosynthesis rate",0.648165831837744,0.66916032,3.56302050155527,2.00077215129168,"freshwater","florida, usa","shoots"
219,"Hydrilla verticillata","net photosynthesis rate",0.798141241144945,0.645842274,0.565566841941486,-0.996681508322113,"freshwater","florida, usa","shoots"
220,"Egeria densa","respiration rate",0.892353383512745,1.64178758,2.53487717897228,0.972628828708676,"freshwater","florida, usa","shoots"
221,"Hydrilla verticillata","respiration rate",0.792465618246966,1.25658426,-2.35896637162093,-3.92121472188453,"freshwater","florida, usa","shoots"
222,"Aloe arborescens","respiration rate",0.973239218593221,30.2856577,51.2195317472004,52.4298721191766,"terrestrial","Melbourne, Fla","slices of 8 inch leaves"
223,"Caulerpa prolifera","respiration rate",0.962136734525551,0.624102135,-6.88586404577019,-7.71882616885797,"marine","Encanizada de la torre, spain","thallus"
224,"Caulerpa prolifera","respiration rate",0.978690409754155,1.02521396,-3.32177676823906,-4.15473889132684,"marine","Encanizada de la torre, spain","thallus"
225,"Caulerpa prolifera","respiration rate",0.960452627513229,0.745291548333334,-11.1594172100289,-11.9923793331167,"marine","Encanizada de la torre, spain","thallus"
226,"Caulerpa prolifera","respiration rate",0.93426446907441,0.644192846666667,-5.71335924166354,-6.54632136475132,"marine","Encanizada de la torre, spain","thallus"
227,"Caulerpa prolifera","net photosynthesis rate",1,2.65512523333333,-Inf,-Inf,"marine","Encanizada de la torre, spain","thallus"
228,"Caulerpa prolifera","net photosynthesis rate",0.857318119423725,4.22667287,22.9509323688991,21.3886840186355,"marine","Encanizada de la torre, spain","thallus"
229,"Helianthus annuus","respiration rate",0.979171906835043,128.0923375,53.4498032209311,53.7675693876504,"terrestrial","valenzano, southern italy",NA
230,"Helianthus annuus","respiration rate",0.931780729925468,57.88327525,33.0352551616628,33.3530213283822,"terrestrial","valenzano, southern italy",NA
231,"Sorghum bicolor","respiration rate",0.981701254346623,91.796872625,55.5073195812893,55.8250857480086,"terrestrial","valenzano, southern italy",NA
232,"Sorghum bicolor","respiration rate",0.946488994019088,35.720485875,37.2896501719039,37.6074163386233,"terrestrial","valenzano, southern italy",NA
233,"Triticum durum","respiration rate",0.75895148962261,31.31533075,29.5566969738799,29.8744631405992,"terrestrial","valenzano, southern italy",NA
234,"Cicer arietinum","respiration rate",0.973370032367614,64.851916,49.3776571531481,49.6954233198675,"terrestrial","valenzano, southern italy",NA
235,"Laminaria saccharina","respiration rate",0.774350411426818,0.696193015,-6.95138201270524,-7.78434413579302,"marine","Long Cove Point, Chamberlain, Maine, USA","blade tissue disks"
236,"Laminaria saccharina","respiration rate",0.874525893554446,1.13044664333333,-0.164201490458897,-0.997163613546677,"marine","Long Cove Point, Chamberlain, Maine, USA","blade tissue disks"
237,"Triticum aestivum","respiration rate",0.609235805762553,4.16135509130435,162.788574387647,170.103139973604,"terrestrial","Department of Theoretical Production Ecology, c/o Centre for Agrobiological Research (CABO), Wageningen, The Netherlands, ",NA
238,"Lolium perenne","respiration rate",0.747803074174227,2.713854690625,31.9025732047089,34.992928093668,"terrestrial","Department of Theoretical Production Ecology, c/o Centre for Agrobiological Research (CABO), Wageningen, The Netherlands, ",NA
239,"Zea mays","respiration rate",0.855881092665092,5.27611698628571,123.602413585659,129.823805831617,"terrestrial","Department of Theoretical Production Ecology, c/o Centre for Agrobiological Research (CABO), Wageningen, The Netherlands, ",NA
240,"Hakea preissii","respiration rate",0.998191853590613,8.08396146666667,5.85298981193634,5.02002768884856,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
241,"Eremophila miniata","respiration rate",0.993689036052107,10.27280354,11.1241507228561,9.56190237259252,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
242,"Threlkeldia diffusa","net photosynthesis rate",0.999421420149561,91.4298098,17.6725539068763,16.1103055566127,"terrestrial","Old Homestead, Lakeside station, 1969","young leaves"
243,"Acacia tetragonophylla","net photosynthesis rate",0.968004345092763,30.1500665,46.3593776128684,46.1430182090896,"terrestrial","Old Homestead, Lakeside station, 1969","mature leaves"
244,"Arthrocnemum bidens","net photosynthesis rate",0.973087689365758,78.1327858333333,32.2531274863699,31.4201653632821,"terrestrial","New Woolshed, Lakeside station, 1969","mature cladodes"
245,"Arthrocnemum bidens","net photosynthesis rate",0.997170153257214,83.233358,28.677223426307,27.1149750760434,"terrestrial","New Woolshed, Lakeside station, 1969","mature cladodes"
246,"Kochia planifolia","net photosynthesis rate",0.995526594424121,61.6569876,22.6811168446731,21.1188684944095,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
247,"Kochia planifolia","net photosynthesis rate",0.642016695791041,66.8587854285714,65.5966994960711,65.3803400922923,"terrestrial","New Woolshed, Lakeside station, 1969","mature leaves"
248,"Arthrocnemum bidens","respiration rate",0.995367243430311,12.93911875,6.84839900243255,6.01543687934477,"terrestrial","New Woolshed, Lakeside station, 1969","mature cladodes"
249,"Acacia craspedocarpa","net photosynthesis rate",0.900010849642879,11.59220208,30.968557260644,29.4063089103804,"terrestrial","Lakeside Station, 1969","mature phyllodes"
250,"Pinus sylvestris","respiration rate",0.999400822436598,0.832,-25.6736225032634,-27.235870853527,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
251,"Pinus sylvestris","respiration rate",0.997177407518888,0.934,-17.1607901190768,-18.7230384693404,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
252,"Pinus sylvestris","respiration rate",0.999876732748391,0.886,-30.7718301758308,-32.3340785260944,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
253,"Pinus sylvestris","respiration rate",0.997682918152849,0.904,-17.9094615424226,-19.4717098926862,"terrestrial","Mckrijarvi Research Station, University of Jocnsuu, Finland","one year old shoot"
254,"Pinus radiata","respiration rate",0.708331399550434,0.256440678333333,-55.2994015118926,-53.3597749127406,"terrestrial","Lincoln, Christchurch, New Zealand","8 years old shoots"
255,"Populus deltoides","respiration rate",0.874055197413808,0.556900727142857,-34.7199047683245,-34.9362641721033,"terrestrial","Lincoln, Christchurch, New Zealand","20 years old shoots"
256,"Eucheuma isiforme","net photosynthesis rate",0.509209579000872,0.49288109375,10.0718302822763,10.3895964489956,"marine","Molasses Key, florida","frond section"
257,"Eucheuma isiforme","net photosynthesis rate",0.915316553061933,1.06671359875,-9.31937354028266,-9.00160737356332,"marine","Bahia Honda, florida","frond section"
258,"Eucheuma nudum","net photosynthesis rate",0.797245362537956,1.44826560625,20.3863460168477,20.7041121835671,"marine","Anclote Key","frond section"
259,"Eucheuma acanthocladum","net photosynthesis rate",0.777267584900506,1.24050633625,16.9824388756734,17.3002050423927,"marine","Anclote Key","frond section"
260,"Eucheuma gelidium","net photosynthesis rate",0.391724196995619,1.4033312825,27.8620036956767,28.179769862396,"marine","Molasses Key, florida","frond section"
261,"Eucheuma isiforme","respiration rate",0.576405216056,0.667816543375,17.6900718467568,18.0078380134762,"marine","Molasses Key, florida","frond section"
262,"Eucheuma isiforme","respiration rate",0.721609060825936,0.41324455125,-1.27293608358926,-0.955169916869922,"marine","Bahia Honda, florida","frond section"
263,"Eucheuma nudum","respiration rate",0.883802035907092,2.9967542125,27.593773580385,27.9115397471044,"marine","Anclote Key","frond section"
264,"Eucheuma acanthocladum","respiration rate",0.648635769483178,1.11427876285714,13.3393299754596,13.1229705716809,"marine","Anclote Key","frond section"
265,"Eucheuma gelidium","respiration rate",0.638005041154842,0.67293093875,13.9967912091736,14.314557375893,"marine","Molasses Key, florida","frond section"
266,"Spinacia oleracea","net photosynthesis rate",0.925825224225953,55.2211612153333,51.7166786653482,50.8837165422605,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaves, 4-6 week old plants"
267,"Spinacia oleracea","respiration rate",0.985308999333896,24.538142365,14.486764798254,13.6538026751663,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaves, 4-6 week old plants"
268,"Spinacia oleracea","respiration rate",0.77032940209782,20.764974195,17.2438184282576,16.4108563051699,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaves, 4-6 week old plants"
269,"Spinacia oleracea","net photosynthesis rate",0.911060233884312,43.2650175922223,66.8305703753548,67.6194686846997,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts, 4-6 week old plants"
270,"Spinacia oleracea","respiration rate",0.584281887367409,10.2302517688889,29.5619664891596,30.3508647985045,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts, 4-6 week old plants"
271,"Valerianella locusta","net photosynthesis rate",0.9548323136118,43.4504719406,77.9905532380589,79.2008936100351,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts"
272,"Valerianella locusta","respiration rate",0.418815834021846,6.85579556,24.1240801168533,25.3344204888295,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts"
273,"Valerianella locusta","respiration rate",0.919675136056303,11.567387034,36.1937499547601,37.4040903267363,"terrestrial","Botanisches Institut, Universitat Dusseldorf, D-4000 Dusseldorf, Federal Republic of Germany","leaf protoplasts"
274,"Synechocystis sp. PCC 6803","net photosynthesis rate",0.970790245370215,261.978101666667,59.087077695344,58.2541155722563,"freshwater","Wilmington, DE, Usa","cyanobacterium"
275,"Synechocystis sp. PCC 6803","net photosynthesis rate",0.998657453367456,243.668716666667,39.0060885979291,38.1731264748413,"freshwater","Wilmington, DE, Usa","cyanobacterium"
276,"Synechocystis sp. PCC 6803","respiration rate",0.980383497543057,60.159617,37.2795430988796,35.717294748616,"freshwater","Wilmington, DE, Usa","cyanobacterium"
277,"Synechocystis sp. PCC 6803","respiration rate",0.97444332196764,53.9004084,38.3121017906329,36.7498534403693,"freshwater","Wilmington, DE, Usa","cyanobacterium"
278,"Rosa hybrida","net photosynthesis rate",0.636337256264035,0.614124454666667,-27.6841833289754,-20.4575333698941,"terrestrial","Davis California, USA","20 day year old leaf"
279,"Zostera marina","net photosynthesis rate",0.713326188870106,0.413227761428571,-24.8737314284786,-25.0900908322573,"marine","York river mouth, Chesapeake Bay, Virginia, USA",NA
280,"Ruppia maritima","net photosynthesis rate",0.784737636523581,0.533342105714286,-15.4671921698275,-15.6835515736062,"freshwater","York river mouth, Chesapeake Bay, Virginia, USA",NA
281,"Asterionella formosa","net photosynthesis rate",0.6132102314827,10.991381185,103.632365750357,107.615294844573,"freshwater","Lake Windermere, Uk",NA
282,"Thalassiosira pseudonana","net photosynthesis rate",0.747155301949437,2.59059619561538,41.2429030513405,43.5027004811867,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
283,"Skeletonema marinoi","net photosynthesis rate",0.631490989324545,3.20111539542857,38.7478540289586,41.3040833474196,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
284,"Pseudo-nitzschia fraudulenta","net photosynthesis rate",0.654662817749845,1.66109162246154,35.0831378803271,37.3429353101733,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
285,"Emiliana huxleyi","net photosynthesis rate",0.779681092087195,1.09665932778571,24.2815548633496,26.8377841818106,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
286,"Isochrysis galbana","net photosynthesis rate",0.893244005986615,2.24573490833333,20.547180619567,22.486807218719,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
287,"Isochrysis aff. Galbana","net photosynthesis rate",0.881624279130169,1.82152233,22.5160235382297,25.3482243426386,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
288,"Pavlova lutheri","net photosynthesis rate",0.591397522366687,1.36768337833333,32.9689560951647,34.9085826943167,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
289,"Lepidodinium chlorophorum","net photosynthesis rate",0.627796305485846,1.42696627028571,39.1590928724712,41.7153221909322,"marine","Algobank-Caen culture collection, University of Caen Basse-Normandie, France",NA
290,"Elodea canadensis","net photosynthesis rate",0.978993395251326,26.5055628333333,27.555090629665,26.7221285065772,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
291,"Cladophora glomerata","net photosynthesis rate",0.941855348487939,17.9460296,25.7903245799297,24.2280762296661,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
292,"Spirogyra sp","net photosynthesis rate",0.93030446136629,38.2076734,34.3887946753221,32.8265463250585,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
293,"Elodea canadensis","respiration rate",0.85210379030447,4.24842398333333,21.3549583140765,20.5219961909887,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
294,"Cladophora glomerata","respiration rate",0.882201494816203,3.00408106,10.2281410188332,8.66589266856955,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
295,"Spirogyra sp","respiration rate",0.732398439667847,3.54016322,19.8105708551289,18.2483225048653,"freshwater","Leeds and Liverpool canal, Merseyside, UK",NA
296,"Chlorella vulgaris","net photosynthesis rate",0.696609422483371,35.3480521333333,83.8148723879694,84.6037706973143,"freshwater","Texas University",NA
297,"Chlorella vulgaris","net photosynthesis rate",0.411551584690636,0.974370435555555,12.0817525000771,12.870650809422,"freshwater","Texas University",NA
298,"Isochrysis galbana","net photosynthesis rate",0.894696009636028,7.78625851428571,32.6735057673219,32.4571463635432,"marine","Ben Amotz, Israel limnological and Oceanographic Research ltd",NA
299,"Isochrysis galbana","net photosynthesis rate",0.325757963441914,0.145677494285714,-13.2581240985039,-13.4744835022826,"marine","Ben Amotz, Israel limnological and Oceanographic Research ltd",NA
300,"Synechococcus sp.","net photosynthesis rate",0.685224684442875,20.641743025,65.95645401552,66.2742201822393,"freshwater","Texas University",NA
301,"Synechococcus sp.","net photosynthesis rate",0.74171862445822,2.5571611625,19.7710436018039,20.0888097685232,"freshwater","Texas University",NA
302,"Aldrovanda vesiculosa","net photosynthesis rate",0.700637879598043,56.36630905,146.768768186282,150.751697280498,"freshwater","Lake Dlugie, E Poland","apical shoot segments"
303,"Aldrovanda vesiculosa","respiration rate",0.873238912585351,10.9771642,79.1870145843121,83.7289914480287,"freshwater","Lake Dlugie, E Poland","apical shoot segments"
304,"Cymodocea nodosa","gross photosynthesis rate",0.99063963843276,12.0129556,12.0951808862727,10.5329325360091,"marine","Malta","leaf section"
305,"Posidonia oceanica","gross photosynthesis rate",0.99423484224667,16.61274705,19.7034135008944,18.8704513778066,"marine","Malta","leaf section"
306,"Cymodocea nodosa","respiration rate",0.645600178582219,1.95189545,18.9273983965375,18.0944362734498,"marine","Malta","leaf section"
307,"Posidonia oceanica","respiration rate",0.96436326750304,1.013556805,-0.827249628675737,-1.66021175176352,"marine","Malta","leaf section"
308,"Ipomoea batatas","respiration rate",0.479489271312721,1.17677824958333,30.2350396600044,34.9472549813962,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
309,"Ipomoea batatas","net photosynthesis rate",0.902262932820119,5.99362519230769,45.7141487602304,50.7465349123163,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
310,"Ipomoea batatas","net photosynthesis rate",0.968429578398144,12.8631534923077,55.4709268586456,60.5033130107315,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
311,"Ipomoea batatas","net photosynthesis rate",0.961594149980781,18.7630683307692,97.1654702101052,102.197856362191,"terrestrial","Department of Botany, university of Toronto, Toronto, Ontario, Canada","most recent fully expanded leaf"
312,"Triticum durum","net photosynthesis rate",0.134619748743176,3.05717717857143,99.9085123612598,105.237330401961,"terrestrial","University of Arizona Maricopa Agricultural Center",NA
313,"Triticum durum","net photosynthesis rate",0.190824250652745,1.81416213956522,63.0021477590387,67.5441246227552,"terrestrial","University of Arizona Maricopa Agricultural Center",NA
314,"Zea mays","net photosynthesis rate",0.912025734612884,36.9679128,24.2792436324096,22.716995282146,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
315,"Zea mays","net photosynthesis rate",0.768593837248235,36.7265276,28.0048408653761,26.4425925151125,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
316,"Zea mays","respiration rate",0.967274509885238,3.6620047,7.96288074333935,6.40063239307575,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
317,"Zea mays","respiration rate",0.93431260909748,3.6736596,11.3999188986798,9.83767054841622,"terrestrial","Beltsville Agricultural Center, Beltsville, MD, USA","fully expanded young leaves (leaf 5-14)"
318,"Quercus ilex","net photosynthesis rate",0.530121933059847,7.16873136685237,1282.14755377722,1297.68084333118,"terrestrial","Nago, near Arco","1 year old leaves"
319,"Dactylis glomerata","net photosynthesis rate",0.820486837521832,200.517784,48.7948559993016,47.232607649038,"terrestrial","Sintra-Portugal, Aberystwyth-Wales, Hattfjelldal-Norway)","fully expanded leaves of seedlings"
320,"Quercus myrsinaefolia","respiration rate",0.990712789770552,0.855529779090909,-33.2698611721968,-31.6782800810033,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
321,"Quercus myrsinaefolia","respiration rate",0.962079273705295,0.780025580625,-39.3366444052605,-36.2462895163014,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
322,"Quercus myrsinaefolia","gross photosynthesis rate",0.435333899211085,5.4299701625,61.926455038061,66.6386703594528,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
323,"Quercus myrsinaefolia","gross photosynthesis rate",0.202556960485457,5.5273036969697,129.563872011864,135.54990225773,"terrestrial","Biological Institute, Graduate School of Science, Tohoku University, Aoba, Sensai, Japan","leaf"
324,"Tidestromia oblongifolia","net photosynthesis rate",0.962382355647655,2.17030171333333,3.46647311581571,5.40609971496772,"terrestrial","Department of Biological Sciences, Stanford University, Stanford, California",NA
325,"Atriplex glabriuscula","net photosynthesis rate",0.92801269380234,1.53380221428571,0.327554409533102,0.111195005754355,"terrestrial","Department of Biological Sciences, Stanford University, Stanford, California",NA
326,"Phaseolus vulgaris","net photosynthesis rate",0.979675384430288,19.319509,25.1075876267488,25.4253537934682,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
327,"Phaseolus vulgaris","net photosynthesis rate",0.987828127631822,14.9327984444444,9.7342638084663,10.5231621178112,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
328,"Capalcum annuum","net photosynthesis rate",0.99565282919784,30.91151325,27.7907388357103,28.1085050024297,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
329,"Capalcum annuum","net photosynthesis rate",0.989160399372214,22.164179125,24.2154428042761,24.5332089709955,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
330,"Lycopersicon esculentum","net photosynthesis rate",0.96563635260473,37.8578414285714,43.6515403393751,43.4351809355963,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
331,"Lycopersicon esculentum","net photosynthesis rate",0.999262566107146,31.4296597142857,7.26383852037676,7.04747911659801,"terrestrial","Outdoor garden, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
332,"Scrophularia desertorum","net photosynthesis rate",0.970127013287103,35.2636425,41.7442045754185,42.0619707421378,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
333,"Scrophularia desertorum","net photosynthesis rate",0.98279403289087,25.641042875,25.2927553079742,25.6105214746936,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
334,"Cardaria draba","net photosynthesis rate",0.971866604993777,43.736673875,43.1767226100558,43.4944887767752,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
335,"Cardaria draba","net photosynthesis rate",0.955219343354036,31.711087,33.7986277368161,34.1163939035355,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
336,"Populus Fremontii","net photosynthesis rate",0.967883533414454,40.86819075,49.4863640295834,49.8041301963027,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
337,"Populus Fremontii","net photosynthesis rate",0.988566924323484,33.8858594444444,34.3933406309793,35.1822389403241,"terrestrial","Desert Research Institute, Biological Sciences Department of Biology, University of Nevada, Reno, Nevada, USA",NA
338,"Lemna minor","net photosynthesis rate",0.735452031572355,3.27143470625,36.9209324960144,37.2386986627337,"freshwater","Fisherman's Paradise, Bellefonte, Pennsylvania","fronds"
